latitude,longitude,elevation_m
19.115,72.9,22.8
19.115,72.905,20.73
19.115,72.91,15.12
19.115,72.915,14.21
19.115,72.92,12.93
19.115,72.925,14.42
19.115,72.93,15.06
19.115,72.935,20.68
19.115,72.94,25.47
19.115,72.945,29.39
19.115,72.95,34.18
19.115,72.955,43.88
19.115,72.96,49.52
19.115,72.965,52.74
19.115,72.97,48.78
19.115,72.975,47.1
19.115,72.98,41.0
19.115,72.985,35.98
19.115,72.99,31.2
19.115,72.995,27.55
19.115,73.0,27.59
19.12,72.77,0.0
19.12,72.775,0.0
19.12,72.78,0.0
19.12,72.785,8.16
19.12,72.79,9.97
19.12,72.795,14.03
19.12,72.8,14.5
19.12,72.805,12.47
19.12,72.81,10.15
19.12,72.815,6.18
19.12,72.82,7.05
19.12,72.825,6.1
19.12,72.83,5.11
19.12,72.835,12.16
19.12,72.84,12.94
19.12,72.845,14.36
19.12,72.85,11.18
19.12,72.855,6.61
19.12,72.86,8.98
19.12,72.865,11.99
19.12,72.87,14.4
19.12,72.875,18.24
19.12,72.88,21.14
19.12,72.885,27.71
19.12,72.89,33.94
19.12,72.895,29.86
19.12,72.9,29.7
19.12,72.905,25.33
19.12,72.91,21.8
19.12,72.915,16.12
19.12,72.92,14.82
19.12,72.925,14.86
19.12,72.93,17.03
19.12,72.935,23.94
19.12,72.94,30.12
19.12,72.945,38.73
19.12,72.95,39.37
19.12,72.955,40.49
19.12,72.96,39.71
19.12,72.965,40.3
19.12,72.97,35.93
19.12,72.975,31.87
19.12,72.98,34.12
19.12,72.985,38.79
19.12,72.99,38.85
19.12,72.995,36.09
19.12,73.0,37.98
19.125,72.77,0.0
19.125,72.775,2.51
19.125,72.78,8.6
19.125,72.785,9.87
19.125,72.79,11.91
19.125,72.795,11.93
19.125,72.8,7.91
19.125,72.805,0.72
19.125,72.81,0.0
19.125,72.815,0.0
19.125,72.82,2.04
19.125,72.825,1.36
19.125,72.83,8.34
19.125,72.835,19.31
19.125,72.84,20.14
19.125,72.845,22.29
19.125,72.85,20.68
19.125,72.855,17.02
19.125,72.86,10.15
19.125,72.865,10.91
19.125,72.87,7.32
19.125,72.875,13.13
19.125,72.88,17.24
19.125,72.885,27.57
19.125,72.89,30.73
19.125,72.895,31.14
19.125,72.9,31.39
19.125,72.905,25.99
19.125,72.91,21.3
19.125,72.915,15.51
19.125,72.92,15.38
19.125,72.925,23.34
19.125,72.93,21.9
19.125,72.935,29.47
19.125,72.94,36.45
19.125,72.945,39.95
19.125,72.95,40.89
19.125,72.955,36.08
19.125,72.96,32.98
19.125,72.965,29.61
19.125,72.97,27.23
19.125,72.975,24.91
19.125,72.98,30.88
19.125,72.985,33.93
19.125,72.99,41.78
19.125,72.995,46.23
19.125,73.0,50.68
19.13,72.77,0.98
19.13,72.775,3.22
19.13,72.78,8.5
19.13,72.785,7.05
19.13,72.79,11.86
19.13,72.795,4.38
19.13,72.8,2.34
19.13,72.805,0.0
19.13,72.81,0.0
19.13,72.815,0.0
19.13,72.82,0.0
19.13,72.825,8.95
19.13,72.83,13.11
19.13,72.835,21.28
19.13,72.84,29.59
19.13,72.845,31.11
19.13,72.85,26.94
19.13,72.855,27.95
19.13,72.86,14.31
19.13,72.865,6.88
19.13,72.87,4.48
19.13,72.875,6.21
19.13,72.88,12.93
19.13,72.885,14.37
19.13,72.89,22.92
19.13,72.895,24.56
19.13,72.9,27.94
19.13,72.905,26.93
19.13,72.91,26.42
19.13,72.915,26.91
19.13,72.92,25.16
19.13,72.925,27.56
19.13,72.93,32.79
19.13,72.935,39.37
19.13,72.94,34.51
19.13,72.945,33.33
19.13,72.95,34.08
19.13,72.955,31.95
19.13,72.96,24.8
19.13,72.965,18.49
19.13,72.97,20.06
19.13,72.975,19.28
19.13,72.98,30.36
19.13,72.985,37.02
19.13,72.99,46.17
19.13,72.995,53.93
19.13,73.0,56.69
19.135,72.77,12.3
19.135,72.775,14.7
19.135,72.78,11.69
19.135,72.785,2.57
19.135,72.79,0.85
19.135,72.795,0.0
19.135,72.8,0.0
19.135,72.805,0.0
19.135,72.81,0.0
19.135,72.815,0.0
19.135,72.82,0.0
19.135,72.825,8.29
19.135,72.83,16.64
19.135,72.835,26.55
19.135,72.84,26.84
19.135,72.845,26.63
19.135,72.85,27.93
19.135,72.855,27.5
19.135,72.86,19.37
19.135,72.865,12.41
19.135,72.87,8.8
19.135,72.875,5.59
19.135,72.88,2.9
19.135,72.885,6.18
19.135,72.89,8.38
19.135,72.895,14.59
19.135,72.9,17.65
19.135,72.905,25.59
19.135,72.91,29.16
19.135,72.915,32.74
19.135,72.92,37.46
19.135,72.925,37.21
19.135,72.93,44.07
19.135,72.935,38.96
19.135,72.94,33.64
19.135,72.945,29.92
19.135,72.95,20.88
19.135,72.955,24.33
19.135,72.96,21.33
19.135,72.965,18.34
19.135,72.97,20.91
19.135,72.975,22.47
19.135,72.98,29.33
19.135,72.985,36.02
19.135,72.99,46.5
19.135,72.995,54.86
19.135,73.0,55.46
19.14,72.77,23.1
19.14,72.775,19.23
19.14,72.78,6.11
19.14,72.785,4.33
19.14,72.79,0.0
19.14,72.795,0.0
19.14,72.8,0.0
19.14,72.805,0.0
19.14,72.81,0.0
19.14,72.815,1.52
19.14,72.82,3.85
19.14,72.825,11.46
19.14,72.83,18.32
19.14,72.835,14.73
19.14,72.84,24.73
19.14,72.845,28.22
19.14,72.85,25.1
19.14,72.855,29.14
19.14,72.86,24.89
19.14,72.865,22.89
19.14,72.87,15.67
19.14,72.875,6.93
19.14,72.88,4.78
19.14,72.885,0.0
19.14,72.89,0.0
19.14,72.895,5.72
19.14,72.9,9.64
19.14,72.905,22.46
19.14,72.91,32.91
19.14,72.915,42.99
19.14,72.92,53.77
19.14,72.925,51.56
19.14,72.93,47.8
19.14,72.935,41.23
19.14,72.94,32.41
19.14,72.945,19.66
19.14,72.95,21.83
19.14,72.955,11.44
19.14,72.96,18.36
19.14,72.965,19.51
19.14,72.97,23.87
19.14,72.975,28.94
19.14,72.98,40.73
19.14,72.985,42.15
19.14,72.99,45.71
19.14,72.995,48.63
19.14,73.0,51.68
19.145,72.77,26.49
19.145,72.775,17.06
19.145,72.78,9.59
19.145,72.785,0.0
19.145,72.79,0.0
19.145,72.795,0.0
19.145,72.8,0.0
19.145,72.805,0.0
19.145,72.81,0.0
19.145,72.815,0.0
19.145,72.82,11.47
19.145,72.825,11.89
19.145,72.83,16.88
19.145,72.835,19.45
19.145,72.84,15.7
19.145,72.845,22.51
19.145,72.85,28.69
19.145,72.855,29.34
19.145,72.86,30.56
19.145,72.865,26.19
19.145,72.87,22.06
19.145,72.875,11.27
19.145,72.88,5.17
19.145,72.885,0.0
19.145,72.89,0.0
19.145,72.895,0.0
19.145,72.9,8.58
19.145,72.905,20.65
19.145,72.91,35.08
19.145,72.915,46.15
19.145,72.92,53.68
19.145,72.925,55.27
19.145,72.93,45.84
19.145,72.935,35.6
19.145,72.94,29.1
19.145,72.945,13.58
19.145,72.95,12.48
19.145,72.955,10.49
19.145,72.96,15.06
19.145,72.965,18.34
19.145,72.97,29.72
19.145,72.975,34.72
19.145,72.98,35.05
19.145,72.985,41.08
19.145,72.99,47.35
19.145,72.995,45.44
19.145,73.0,49.68
19.15,72.77,26.38
19.15,72.775,15.9
19.15,72.78,9.76
19.15,72.785,0.0
19.15,72.79,0.0
19.15,72.795,0.0
19.15,72.8,0.0
19.15,72.805,0.0
19.15,72.81,0.0
19.15,72.815,0.7
19.15,72.82,10.41
19.15,72.825,12.6
19.15,72.83,14.71
19.15,72.835,17.7
19.15,72.84,22.75
19.15,72.845,24.07
19.15,72.85,24.63
19.15,72.855,24.85
19.15,72.86,28.92
19.15,72.865,23.16
19.15,72.87,17.04
19.15,72.875,14.47
19.15,72.88,5.88
19.15,72.885,0.0
19.15,72.89,0.0
19.15,72.895,4.28
19.15,72.9,11.43
19.15,72.905,20.84
19.15,72.91,33.31
19.15,72.915,45.34
19.15,72.92,50.61
19.15,72.925,56.69
19.15,72.93,46.76
19.15,72.935,36.82
19.15,72.94,32.19
19.15,72.945,19.17
19.15,72.95,16.39
19.15,72.955,14.83
19.15,72.96,15.91
19.15,72.965,19.29
19.15,72.97,27.4
19.15,72.975,31.0
19.15,72.98,37.89
19.15,72.985,42.74
19.15,72.99,47.06
19.15,72.995,43.8
19.15,73.0,48.2
19.155,72.77,13.62
19.155,72.775,12.4
19.155,72.78,4.14
19.155,72.785,0.02
19.155,72.79,0.0
19.155,72.795,0.0
19.155,72.8,0.0
19.155,72.805,0.0
19.155,72.81,0.0
19.155,72.815,1.04
19.155,72.82,8.09
19.155,72.825,10.66
19.155,72.83,15.03
19.155,72.835,16.8
19.155,72.84,19.51
19.155,72.845,20.4
19.155,72.85,23.03
19.155,72.855,23.59
19.155,72.86,23.29
19.155,72.865,19.56
19.155,72.87,14.92
19.155,72.875,9.55
19.155,72.88,8.58
19.155,72.885,4.89
19.155,72.89,7.17
19.155,72.895,5.98
19.155,72.9,16.3
19.155,72.905,24.49
19.155,72.91,31.85
19.155,72.915,36.69
19.155,72.92,43.05
19.155,72.925,39.85
19.155,72.93,40.45
19.155,72.935,36.21
19.155,72.94,33.47
19.155,72.945,22.27
19.155,72.95,20.32
19.155,72.955,23.99
19.155,72.96,15.87
19.155,72.965,24.53
19.155,72.97,25.07
19.155,72.975,31.33
19.155,72.98,38.19
19.155,72.985,40.29
19.155,72.99,46.48
19.155,72.995,45.94
19.155,73.0,48.8
19.16,72.77,4.21
19.16,72.775,3.88
19.16,72.78,7.63
19.16,72.785,9.41
19.16,72.79,8.0
19.16,72.795,1.07
19.16,72.8,0.86
19.16,72.805,0.0
19.16,72.81,0.0
19.16,72.815,0.0
19.16,72.82,2.78
19.16,72.825,6.04
19.16,72.83,12.38
19.16,72.835,15.61
19.16,72.84,20.63
19.16,72.845,19.87
19.16,72.85,22.16
19.16,72.855,18.8
19.16,72.86,13.9
19.16,72.865,16.28
19.16,72.87,10.56
19.16,72.875,11.77
19.16,72.88,11.75
19.16,72.885,15.12
19.16,72.89,19.82
19.16,72.895,21.29
19.16,72.9,23.89
19.16,72.905,26.58
19.16,72.91,24.53
19.16,72.915,23.55
19.16,72.92,24.29
19.16,72.925,31.97
19.16,72.93,33.07
19.16,72.935,34.47
19.16,72.94,33.4
19.16,72.945,31.41
19.16,72.95,31.95
19.16,72.955,29.81
19.16,72.96,25.11
19.16,72.965,22.7
19.16,72.97,22.23
19.16,72.975,29.26
19.16,72.98,29.8
19.16,72.985,38.33
19.16,72.99,42.46
19.16,72.995,48.83
19.16,73.0,50.65
19.165,72.77,0.0
19.165,72.775,0.0
19.165,72.78,4.09
19.165,72.785,8.92
19.165,72.79,15.25
19.165,72.795,12.26
19.165,72.8,9.93
19.165,72.805,2.91
19.165,72.81,2.43
19.165,72.815,0.0
19.165,72.82,0.49
19.165,72.825,3.75
19.165,72.83,10.65
19.165,72.835,12.06
19.165,72.84,20.69
19.165,72.845,19.65
19.165,72.85,16.47
19.165,72.855,10.39
19.165,72.86,10.6
19.165,72.865,6.62
19.165,72.87,11.66
19.165,72.875,14.23
19.165,72.88,22.57
19.165,72.885,26.24
19.165,72.89,32.9
19.165,72.895,33.36
19.165,72.9,29.76
19.165,72.905,26.59
19.165,72.91,19.13
19.165,72.915,20.59
19.165,72.92,14.68
19.165,72.925,16.91
19.165,72.93,22.74
19.165,72.935,26.59
19.165,72.94,37.93
19.165,72.945,37.64
19.165,72.95,38.4
19.165,72.955,38.6
19.165,72.96,32.36
19.165,72.965,33.75
19.165,72.97,27.4
19.165,72.975,21.42
19.165,72.98,31.22
19.165,72.985,36.98
19.165,72.99,40.55
19.165,72.995,42.9
19.165,73.0,47.04
19.17,72.77,0.0
19.17,72.775,0.0
19.17,72.78,0.0
19.17,72.785,9.4
19.17,72.79,17.06
19.17,72.795,18.69
19.17,72.8,13.27
19.17,72.805,14.5
19.17,72.81,10.68
19.17,72.815,8.8
19.17,72.82,3.05
19.17,72.825,5.94
19.17,72.83,9.67
19.17,72.835,10.05
19.17,72.84,13.64
19.17,72.845,12.13
19.17,72.85,8.59
19.17,72.855,6.4
19.17,72.86,9.09
19.17,72.865,5.68
19.17,72.87,9.46
19.17,72.875,19.24
19.17,72.88,26.43
19.17,72.885,30.94
19.17,72.89,36.7
19.17,72.895,36.09
19.17,72.9,32.12
19.17,72.905,31.02
19.17,72.91,17.0
19.17,72.915,9.06
19.17,72.92,11.75
19.17,72.925,11.04
19.17,72.93,16.62
19.17,72.935,22.17
19.17,72.94,35.39
19.17,72.945,42.04
19.17,72.95,44.8
19.17,72.955,41.42
19.17,72.96,42.17
19.17,72.965,41.6
19.17,72.97,34.86
19.17,72.975,31.68
19.17,72.98,32.23
19.17,72.985,34.41
19.17,72.99,35.83
19.17,72.995,39.38
19.17,73.0,42.75
19.175,72.77,0.0
19.175,72.775,0.0
19.175,72.78,0.0
19.175,72.785,5.56
19.175,72.79,13.09
19.175,72.795,18.32
19.175,72.8,18.49
19.175,72.805,19.76
19.175,72.81,20.39
19.175,72.815,13.24
19.175,72.82,10.08
19.175,72.825,9.48
19.175,72.83,4.48
19.175,72.835,5.5
19.175,72.84,0.76
19.175,72.845,1.93
19.175,72.85,2.33
19.175,72.855,2.38
19.175,72.86,6.33
19.175,72.865,10.76
19.175,72.87,18.85
19.175,72.875,24.32
19.175,72.88,32.46
19.175,72.885,39.03
19.175,72.89,36.76
19.175,72.895,35.99
19.175,72.9,32.69
19.175,72.905,20.11
19.175,72.91,20.21
19.175,72.915,12.31
19.175,72.92,3.87
19.175,72.925,3.32
19.175,72.93,11.95
19.175,72.935,16.9
19.175,72.94,29.69
19.175,72.945,36.9
19.175,72.95,42.99
19.175,72.955,45.66
19.175,72.96,51.29
19.175,72.965,48.52
19.175,72.97,45.55
19.175,72.975,43.34
19.175,72.98,35.47
19.175,72.985,37.05
19.175,72.99,31.49
19.175,72.995,30.83
19.175,73.0,28.69
19.18,72.77,0.0
19.18,72.775,0.0
19.18,72.78,0.0
19.18,72.785,0.0
19.18,72.79,4.53
19.18,72.795,9.84
19.18,72.8,18.83
19.18,72.805,26.5
19.18,72.81,27.01
19.18,72.815,25.15
19.18,72.82,18.45
19.18,72.825,12.64
19.18,72.83,3.43
19.18,72.835,0.0
19.18,72.84,0.0
19.18,72.845,0.0
19.18,72.85,0.0
19.18,72.855,0.0
19.18,72.86,14.36
19.18,72.865,20.71
19.18,72.87,27.09
19.18,72.875,34.97
19.18,72.88,33.23
19.18,72.885,39.96
19.18,72.89,34.41
19.18,72.895,32.34
19.18,72.9,25.73
19.18,72.905,20.7
19.18,72.91,16.75
19.18,72.915,13.41
19.18,72.92,10.79
19.18,72.925,10.27
19.18,72.93,8.6
19.18,72.935,20.36
19.18,72.94,22.15
19.18,72.945,30.18
19.18,72.95,36.98
19.18,72.955,43.78
19.18,72.96,51.92
19.18,72.965,55.34
19.18,72.97,56.89
19.18,72.975,54.36
19.18,72.98,46.23
19.18,72.985,31.36
19.18,72.99,25.92
19.18,72.995,21.51
19.18,73.0,17.43
19.185,72.77,0.0
19.185,72.775,0.0
19.185,72.78,0.0
19.185,72.785,0.0
19.185,72.79,0.0
19.185,72.795,7.43
19.185,72.8,19.4
19.185,72.805,24.77
19.185,72.81,30.43
19.185,72.815,34.08
19.185,72.82,25.35
19.185,72.825,16.11
19.185,72.83,0.77
19.185,72.835,0.0
19.185,72.84,0.0
19.185,72.845,0.0
19.185,72.85,0.0
19.185,72.855,0.0
19.185,72.86,13.09
19.185,72.865,23.24
19.185,72.87,32.63
19.185,72.875,39.84
19.185,72.88,39.71
19.185,72.885,35.53
19.185,72.89,29.4
19.185,72.895,29.49
19.185,72.9,20.2
19.185,72.905,21.46
19.185,72.91,15.34
19.185,72.915,19.14
19.185,72.92,18.06
19.185,72.925,10.86
19.185,72.93,14.74
19.185,72.935,15.22
19.185,72.94,19.02
19.185,72.945,24.51
19.185,72.95,30.68
19.185,72.955,42.34
19.185,72.96,55.52
19.185,72.965,56.35
19.185,72.97,60.75
19.185,72.975,58.38
19.185,72.98,45.24
19.185,72.985,32.73
19.185,72.99,21.44
19.185,72.995,16.18
19.185,73.0,9.47
19.19,72.77,0.0
19.19,72.775,0.0
19.19,72.78,0.0
19.19,72.785,0.0
19.19,72.79,0.0
19.19,72.795,6.89
19.19,72.8,17.9
19.19,72.805,28.95
19.19,72.81,31.66
19.19,72.815,34.89
19.19,72.82,26.21
19.19,72.825,13.98
19.19,72.83,8.5
19.19,72.835,0.0
19.19,72.84,0.0
19.19,72.845,0.0
19.19,72.85,0.0
19.19,72.855,0.35
19.19,72.86,12.75
19.19,72.865,25.41
19.19,72.87,35.09
19.19,72.875,31.76
19.19,72.88,38.48
19.19,72.885,32.02
19.19,72.89,27.52
19.19,72.895,27.41
19.19,72.9,21.55
19.19,72.905,20.86
19.19,72.91,19.83
19.19,72.915,21.58
19.19,72.92,22.77
19.19,72.925,13.24
19.19,72.93,18.79
19.19,72.935,19.1
19.19,72.94,18.69
19.19,72.945,21.15
19.19,72.95,28.1
19.19,72.955,44.9
19.19,72.96,47.9
19.19,72.965,59.64
19.19,72.97,59.62
19.19,72.975,59.63
19.19,72.98,46.65
19.19,72.985,32.87
19.19,72.99,24.86
19.19,72.995,13.6
19.19,73.0,18.85
19.195,72.77,0.0
19.195,72.775,0.0
19.195,72.78,0.0
19.195,72.785,0.0
19.195,72.79,0.69
19.195,72.795,7.37
19.195,72.8,17.64
19.195,72.805,17.05
19.195,72.81,21.16
19.195,72.815,21.85
19.195,72.82,17.81
19.195,72.825,10.22
19.195,72.83,0.66
19.195,72.835,0.0
19.195,72.84,0.0
19.195,72.845,0.0
19.195,72.85,1.12
19.195,72.855,4.73
19.195,72.86,13.57
19.195,72.865,24.59
19.195,72.87,30.31
19.195,72.875,32.34
19.195,72.88,31.45
19.195,72.885,30.61
19.195,72.89,27.79
19.195,72.895,24.12
19.195,72.9,21.69
19.195,72.905,23.65
19.195,72.91,18.36
19.195,72.915,23.71
19.195,72.92,19.84
19.195,72.925,17.25
19.195,72.93,18.47
19.195,72.935,18.35
19.195,72.94,20.99
19.195,72.945,24.9
19.195,72.95,30.5
19.195,72.955,37.74
19.195,72.96,44.44
19.195,72.965,50.47
19.195,72.97,49.85
19.195,72.975,48.93
19.195,72.98,43.2
19.195,72.985,37.42
19.195,72.99,29.6
19.195,72.995,23.26
19.195,73.0,20.99
19.2,72.77,0.0
19.2,72.775,0.0
19.2,72.78,0.0
19.2,72.785,1.88
19.2,72.79,5.76
19.2,72.795,7.4
19.2,72.8,8.54
19.2,72.805,7.49
19.2,72.81,9.8
19.2,72.815,10.38
19.2,72.82,7.33
19.2,72.825,7.47
19.2,72.83,7.25
19.2,72.835,6.47
19.2,72.84,7.55
19.2,72.845,9.42
19.2,72.85,7.7
19.2,72.855,11.07
19.2,72.86,11.43
19.2,72.865,13.08
19.2,72.87,18.32
19.2,72.875,19.19
19.2,72.88,22.29
19.2,72.885,28.0
19.2,72.89,24.75
19.2,72.895,29.74
19.2,72.9,24.86
19.2,72.905,21.53
19.2,72.91,20.79
19.2,72.915,20.62
19.2,72.92,22.55
19.2,72.925,22.46
19.2,72.93,23.03
19.2,72.935,28.38
19.2,72.94,25.45
19.2,72.945,32.92
19.2,72.95,35.63
19.2,72.955,37.38
19.2,72.96,34.35
19.2,72.965,35.66
19.2,72.97,37.07
19.2,72.975,39.2
19.2,72.98,40.46
19.2,72.985,35.15
19.2,72.99,33.89
19.2,72.995,38.31
19.2,73.0,42.19
19.205,72.77,0.0
19.205,72.775,0.41
19.205,72.78,12.2
19.205,72.785,11.08
19.205,72.79,8.97
19.205,72.795,12.63
19.205,72.8,3.31
19.205,72.805,0.0
19.205,72.81,0.0
19.205,72.815,0.0
19.205,72.82,0.31
19.205,72.825,5.72
19.205,72.83,14.6
19.205,72.835,13.96
19.205,72.84,23.27
19.205,72.845,23.09
19.205,72.85,20.03
19.205,72.855,15.81
19.205,72.86,7.4
19.205,72.865,7.72
19.205,72.87,11.07
19.205,72.875,12.22
19.205,72.88,14.49
19.205,72.885,17.3
19.205,72.89,26.35
19.205,72.895,30.01
19.205,72.9,29.74
19.205,72.905,24.03
19.205,72.91,21.68
19.205,72.915,24.75
19.205,72.92,18.83
19.205,72.925,24.28
19.205,72.93,23.73
19.205,72.935,31.38
19.205,72.94,37.1
19.205,72.945,37.79
19.205,72.95,38.16
19.205,72.955,31.61
19.205,72.96,28.24
19.205,72.965,27.17
19.205,72.97,26.01
19.205,72.975,26.48
19.205,72.98,32.35
19.205,72.985,33.52
19.205,72.99,42.57
19.205,72.995,52.31
19.205,73.0,53.55
19.21,72.77,4.5
19.21,72.775,7.2
19.21,72.78,13.19
19.21,72.785,13.36
19.21,72.79,7.68
19.21,72.795,7.87
19.21,72.8,0.0
19.21,72.805,0.0
19.21,72.81,0.0
19.21,72.815,0.0
19.21,72.82,0.0
19.21,72.825,1.84
19.21,72.83,13.55
19.21,72.835,24.18
19.21,72.84,31.37
19.21,72.845,35.67
19.21,72.85,29.88
19.21,72.855,18.49
19.21,72.86,12.15
19.21,72.865,13.11
19.21,72.87,4.02
19.21,72.875,5.82
19.21,72.88,7.06
19.21,72.885,11.55
19.21,72.89,18.69
19.21,72.895,24.55
19.21,72.9,25.71
19.21,72.905,30.67
19.21,72.91,24.7
19.21,72.915,23.22
19.21,72.92,27.82
19.21,72.925,30.81
19.21,72.93,33.1
19.21,72.935,35.93
19.21,72.94,35.8
19.21,72.945,41.63
19.21,72.95,37.26
19.21,72.955,28.55
19.21,72.96,22.83
19.21,72.965,17.18
19.21,72.97,19.49
19.21,72.975,17.46
19.21,72.98,26.0
19.21,72.985,36.25
19.21,72.99,48.95
19.21,72.995,56.63
19.21,73.0,60.7
19.215,72.77,9.42
19.215,72.775,15.78
19.215,72.78,11.9
19.215,72.785,12.93
19.215,72.79,12.25
19.215,72.795,0.0
19.215,72.8,0.0
19.215,72.805,0.0
19.215,72.81,0.0
19.215,72.815,0.0
19.215,72.82,0.0
19.215,72.825,5.55
19.215,72.83,16.13
19.215,72.835,27.98
19.215,72.84,33.57
19.215,72.845,36.66
19.215,72.85,33.67
19.215,72.855,25.77
19.215,72.86,18.23
19.215,72.865,11.87
19.215,72.87,5.95
19.215,72.875,4.65
19.215,72.88,6.62
19.215,72.885,5.38
19.215,72.89,11.81
19.215,72.895,16.65
19.215,72.9,19.78
19.215,72.905,27.17
19.215,72.91,30.85
19.215,72.915,29.99
19.215,72.92,34.15
19.215,72.925,36.59
19.215,72.93,36.59
19.215,72.935,40.3
19.215,72.94,36.82
19.215,72.945,35.78
19.215,72.95,30.31
19.215,72.955,23.92
19.215,72.96,18.09
19.215,72.965,16.87
19.215,72.97,12.69
19.215,72.975,17.72
19.215,72.98,29.31
19.215,72.985,38.7
19.215,72.99,52.1
19.215,72.995,59.45
19.215,73.0,66.49
19.22,72.77,19.0
19.22,72.775,13.76
19.22,72.78,12.44
19.22,72.785,5.08
19.22,72.79,0.0
19.22,72.795,0.0
19.22,72.8,0.0
19.22,72.805,0.0
19.22,72.81,0.0
19.22,72.815,0.0
19.22,72.82,0.0
19.22,72.825,7.2
19.22,72.83,18.22
19.22,72.835,20.06
19.22,72.84,29.59
19.22,72.845,35.56
19.22,72.85,33.56
19.22,72.855,31.11
19.22,72.86,24.5
19.22,72.865,13.86
19.22,72.87,10.74
19.22,72.875,5.52
19.22,72.88,0.0
19.22,72.885,0.11
19.22,72.89,0.0
19.22,72.895,7.32
19.22,72.9,14.58
19.22,72.905,26.88
19.22,72.91,31.41
19.22,72.915,39.3
19.22,72.92,44.57
19.22,72.925,45.46
19.22,72.93,46.85
19.22,72.935,37.41
19.22,72.94,37.65
19.22,72.945,28.45
19.22,72.95,24.51
19.22,72.955,11.36
19.22,72.96,9.37
19.22,72.965,14.01
19.22,72.97,18.99
19.22,72.975,22.88
19.22,72.98,32.97
19.22,72.985,42.3
19.22,72.99,49.74
19.22,72.995,55.09
19.22,73.0,59.1
19.225,72.77,22.87
19.225,72.775,18.01
19.225,72.78,7.11
19.225,72.785,0.0
19.225,72.79,0.0
19.225,72.795,0.0
19.225,72.8,0.0
19.225,72.805,0.0
19.225,72.81,0.0
19.225,72.815,0.0
19.225,72.82,5.4
19.225,72.825,11.98
19.225,72.83,17.66
19.225,72.835,20.03
19.225,72.84,20.71
19.225,72.845,25.68
19.225,72.85,27.52
19.225,72.855,26.94
19.225,72.86,28.54
19.225,72.865,24.58
19.225,72.87,18.45
19.225,72.875,7.35
19.225,72.88,2.47
19.225,72.885,0.0
19.225,72.89,0.0
19.225,72.895,1.44
19.225,72.9,10.07
19.225,72.905,21.77
19.225,72.91,36.82
19.225,72.915,43.44
19.225,72.92,51.2
19.225,72.925,54.74
19.225,72.93,46.79
19.225,72.935,38.9
19.225,72.94,32.25
19.225,72.945,19.01
19.225,72.95,16.91
19.225,72.955,12.05
19.225,72.96,15.06
19.225,72.965,15.96
19.225,72.97,26.62
19.225,72.975,28.08
19.225,72.98,37.75
19.225,72.985,38.88
19.225,72.99,49.0
19.225,72.995,48.87
19.225,73.0,56.15
19.23,72.77,21.7
19.23,72.775,15.39
19.23,72.78,8.83
19.23,72.785,0.0
19.23,72.79,0.0
19.23,72.795,0.0
19.23,72.8,0.0
19.23,72.805,0.0
19.23,72.81,0.0
19.23,72.815,1.88
19.23,72.82,11.72
19.23,72.825,10.28
19.23,72.83,15.97
19.23,72.835,15.9
19.23,72.84,16.52
19.23,72.845,18.03
19.23,72.85,24.38
19.23,72.855,25.01
19.23,72.86,30.37
19.23,72.865,28.65
19.23,72.87,24.37
19.23,72.875,14.11
19.23,72.88,4.63
19.23,72.885,0.0
19.23,72.89,0.0
19.23,72.895,0.74
19.23,72.9,9.66
19.23,72.905,23.48
19.23,72.91,34.25
19.23,72.915,42.49
19.23,72.92,50.91
19.23,72.925,55.3
19.23,72.93,43.91
19.23,72.935,39.47
19.23,72.94,27.0
19.23,72.945,17.4
19.23,72.95,14.98
19.23,72.955,16.82
19.23,72.96,17.86
19.23,72.965,22.62
19.23,72.97,27.12
19.23,72.975,35.1
19.23,72.98,36.42
19.23,72.985,40.56
19.23,72.99,42.31
19.23,72.995,39.17
19.23,73.0,49.05
19.235,72.77,13.7
19.235,72.775,10.88
19.235,72.78,5.47
19.235,72.785,0.32
19.235,72.79,0.0
19.235,72.795,0.0
19.235,72.8,0.0
19.235,72.805,0.0
19.235,72.81,2.97
19.235,72.815,7.81
19.235,72.82,3.86
19.235,72.825,8.97
19.235,72.83,12.02
19.235,72.835,8.29
19.235,72.84,11.93
19.235,72.845,17.03
19.235,72.85,19.58
19.235,72.855,23.27
19.235,72.86,25.26
19.235,72.865,20.51
19.235,72.87,18.31
19.235,72.875,17.42
19.235,72.88,13.32
19.235,72.885,3.87
19.235,72.89,4.71
19.235,72.895,8.09
19.235,72.9,13.12
19.235,72.905,21.03
19.235,72.91,29.89
19.235,72.915,43.28
19.235,72.92,44.27
19.235,72.925,45.32
19.235,72.93,41.61
19.235,72.935,33.04
19.235,72.94,27.76
19.235,72.945,21.3
19.235,72.95,18.33
19.235,72.955,20.01
19.235,72.96,20.75
19.235,72.965,25.01
19.235,72.97,33.45
19.235,72.975,35.4
19.235,72.98,38.24
19.235,72.985,36.18
19.235,72.99,42.46
19.235,72.995,42.38
19.235,73.0,44.49
19.24,72.77,5.15
19.24,72.775,0.98
19.24,72.78,3.57
19.24,72.785,0.86
19.24,72.79,0.0
19.24,72.795,2.16
19.24,72.8,5.0
19.24,72.805,5.83
19.24,72.81,5.69
19.24,72.815,6.22
19.24,72.82,7.68
19.24,72.825,8.03
19.24,72.83,10.87
19.24,72.835,14.67
19.24,72.84,17.85
19.24,72.845,13.83
