latitude,longitude,elevation_m,slope,curvature,flow_accumulation
18.975,72.925,45.87,0.5884,-3.5e-05,206.2
18.975,72.93,43.02,1.4821,-5.6e-05,234.7
18.975,72.935,35.84,2.8573,-8.7e-05,306.5
18.975,72.94,21.99,0.2416,0.000195,445.0
18.975,72.945,23.16,0.6834,-5.8e-05,433.3
18.975,72.95,19.85,0.3923,1.8e-05,466.4
18.975,72.955,17.95,0.0434,2.7e-05,485.4
18.975,72.96,18.16,1.9751,0.000122,483.3
18.975,72.965,27.73,1.1272,-5.3e-05,387.6
18.975,72.97,33.19,0.5451,-3.7e-05,333.0
18.975,72.975,35.83,0.768,1.4e-05,306.6
18.975,72.98,39.55,0.574,-1.2e-05,269.4
18.975,72.985,42.33,0.6194,3e-06,241.6
18.975,72.99,45.33,0.7825,-8.8e-05,211.6
18.975,72.995,41.54,0.4398,7.7e-05,249.5
18.975,73.0,43.67,4.4775,-0.00031,228.2
18.98,72.77,21.94,1.3253,0.000199,445.5
18.98,72.775,15.52,1.8947,-3.6e-05,509.7
18.98,72.78,6.34,1.3088,3.7e-05,601.5
18.98,72.785,0.0,0.0,8.2e-05,664.9
18.98,72.79,0.0,0.0,0.0,664.9
18.98,72.795,0.0,0.0,0.0,664.9
18.98,72.8,0.0,0.0,0.0,664.9
18.98,72.805,0.0,0.0847,5e-06,664.9
18.98,72.81,0.41,1.4553,8.6e-05,660.8
18.98,72.815,7.46,0.446,-6.4e-05,590.3
18.98,72.82,9.62,1.2015,-0.000104,568.7
18.98,72.825,3.8,1.9092,0.000196,626.9
18.98,72.83,13.05,0.7309,-7.4e-05,534.4
18.98,72.835,16.59,0.1177,-5.3e-05,499.0
18.98,72.84,16.02,1.0343,7.2e-05,504.7
18.98,72.845,21.03,1.414,2.4e-05,454.6
18.98,72.85,27.88,0.4067,-6.3e-05,386.1
18.98,72.855,29.85,0.0413,-2.8e-05,366.4
18.98,72.86,29.65,0.7639,-4.5e-05,368.4
18.98,72.865,25.95,1.2531,-3.1e-05,405.4
18.98,72.87,19.88,1.0549,1.2e-05,466.1
18.98,72.875,14.77,1.9813,-5.8e-05,517.2
18.98,72.88,5.17,1.0673,5.8e-05,613.2
18.98,72.885,0.0,0.0,6.7e-05,664.9
18.98,72.89,0.0,0.0,0.0,664.9
18.98,72.895,0.0,2.1154,0.000133,664.9
18.98,72.9,10.25,1.7771,-2.1e-05,562.4
18.98,72.905,18.86,3.2999,9.6e-05,476.3
18.98,72.91,34.86,2.3586,-5.9e-05,316.3
18.98,72.915,46.29,1.3604,-6.3e-05,202.0
18.98,72.92,52.88,0.1404,-7.7e-05,136.1
18.98,72.925,53.56,1.0384,-7.4e-05,129.3
18.98,72.93,48.53,2.3854,-8.5e-05,179.6
18.98,72.935,36.97,2.4679,-5e-06,295.2
18.98,72.94,25.01,1.5543,5.8e-05,414.8
18.98,72.945,17.48,0.3923,7.3e-05,490.1
18.98,72.95,15.58,0.927,-3.4e-05,509.1
18.98,72.955,11.09,0.7618,0.000106,554.0
18.98,72.96,14.78,1.2159,2.9e-05,517.1
18.98,72.965,20.67,1.0281,-1.2e-05,458.2
18.98,72.97,25.65,1.4574,2.7e-05,408.4
18.98,72.975,32.71,1.6988,1.5e-05,337.8
18.98,72.98,40.94,0.2395,-0.000122,255.5
18.98,72.985,39.78,0.1301,7e-06,267.1
18.98,72.99,39.15,0.8403,6.1e-05,273.4
18.98,72.995,43.22,0.927,5e-06,232.7
18.98,73.0,47.71,5.6942,-0.000418,187.8
18.985,72.77,20.04,0.0145,0.000358,464.5
18.985,72.775,19.97,2.7584,-0.000173,465.2
18.985,72.78,6.6,1.3625,8.8e-05,598.9
18.985,72.785,0.0,0.0,8.6e-05,664.9
18.985,72.79,0.0,0.0,0.0,664.9
18.985,72.795,0.0,0.0,0.0,664.9
18.985,72.8,0.0,0.0,0.0,664.9
18.985,72.805,0.0,0.0,0.0,664.9
18.985,72.81,0.0,0.0,0.0,664.9
18.985,72.815,0.0,1.2263,7.7e-05,664.9
18.985,72.82,5.94,1.09,-9e-06,605.5
18.985,72.825,11.22,0.6772,-2.6e-05,552.7
18.985,72.83,14.5,1.185,3.2e-05,519.9
18.985,72.835,20.24,0.4377,-4.7e-05,462.5
18.985,72.84,22.36,0.5781,9e-06,441.3
18.985,72.845,25.16,1.0942,3.2e-05,413.3
18.985,72.85,30.46,0.0867,-7.4e-05,360.3
18.985,72.855,30.04,0.2684,-1.1e-05,364.5
18.985,72.86,28.74,0.9662,-4.4e-05,377.5
18.985,72.865,24.06,1.9731,-6.3e-05,424.3
18.985,72.87,14.5,0.7701,7.6e-05,519.9
18.985,72.875,10.77,1.9463,-7.4e-05,557.2
18.985,72.88,1.34,0.2767,0.000105,651.5
18.985,72.885,0.0,0.0,1.7e-05,664.9
18.985,72.89,0.0,0.5017,3.2e-05,664.9
18.985,72.895,2.43,1.8308,8.4e-05,640.6
18.985,72.9,11.3,2.5956,4.8e-05,551.9
18.985,72.905,23.88,1.5069,-6.9e-05,426.1
18.985,72.91,31.18,2.1401,4e-05,353.1
18.985,72.915,41.55,2.2164,5e-06,249.4
18.985,72.92,52.29,0.1032,-0.000133,142.0
18.985,72.925,52.79,1.2675,-8.6e-05,137.0
18.985,72.93,46.65,1.1004,1.1e-05,198.4
18.985,72.935,41.32,2.6492,-9.8e-05,251.7
18.985,72.94,28.48,0.1198,0.000174,380.1
18.985,72.945,29.06,2.1154,-0.000141,374.3
18.985,72.95,18.81,0.8733,7.8e-05,476.8
18.985,72.955,14.58,0.0619,5.1e-05,519.1
18.985,72.96,14.28,0.4914,3.5e-05,522.1
18.985,72.965,16.66,0.8712,2.4e-05,498.3
18.985,72.97,20.88,1.7875,5.8e-05,456.1
18.985,72.975,29.54,0.9394,-5.3e-05,369.5
18.985,72.98,34.09,1.1293,1.2e-05,324.0
18.985,72.985,39.56,0.6958,-2.7e-05,269.3
18.985,72.99,42.93,1.5048,5.1e-05,235.6
18.985,72.995,50.22,0.4295,-6.8e-05,162.7
18.985,73.0,52.3,6.7512,-0.000454,141.9
18.99,72.77,19.45,0.4336,0.000399,470.4
18.99,72.775,17.35,0.9992,-3.6e-05,491.4
18.99,72.78,12.51,0.2478,4.7e-05,539.8
18.99,72.785,11.31,2.1442,-0.000119,551.8
18.99,72.79,0.92,0.19,0.000123,655.7
18.99,72.795,0.0,0.0,1.2e-05,664.9
18.99,72.8,0.0,0.0,0.0,664.9
18.99,72.805,0.0,0.0,0.0,664.9
18.99,72.81,0.0,0.0,0.0,664.9
18.99,72.815,0.0,0.0,0.0,664.9
18.99,72.82,0.0,1.8555,0.000117,664.9
18.99,72.825,8.99,1.1334,-4.5e-05,575.0
18.99,72.83,14.48,2.4802,8.5e-05,520.1
18.99,72.835,26.5,0.9146,-9.9e-05,399.9
18.99,72.84,30.93,0.9517,2e-06,355.6
18.99,72.845,35.54,0.1507,-6.9e-05,309.5
18.99,72.85,34.81,1.249,-6.9e-05,316.8
18.99,72.855,28.76,0.4604,5e-05,377.3
18.99,72.86,26.53,2.5709,-0.000133,399.6
18.99,72.865,14.07,0.0516,0.000165,524.2
18.99,72.87,14.32,2.4617,-0.000158,521.7
18.99,72.875,2.39,0.2891,0.000137,641.0
18.99,72.88,0.99,0.2044,5e-06,655.0
18.99,72.885,0.0,0.5987,5.1e-05,664.9
18.99,72.89,2.9,2.4679,0.000118,635.9
18.99,72.895,14.86,0.0929,-0.000149,516.3
18.99,72.9,15.31,2.2164,0.000134,511.8
18.99,72.905,26.05,1.1891,-6.5e-05,404.4
18.99,72.91,31.81,1.872,4.3e-05,346.8
18.99,72.915,40.88,0.351,-9.6e-05,256.1
18.99,72.92,42.58,0.7474,2.5e-05,239.1
18.99,72.925,46.2,0.0124,-4.8e-05,202.9
18.99,72.93,46.14,1.2655,-7.9e-05,203.5
18.99,72.935,40.01,0.3056,9.9e-05,264.8
18.99,72.94,41.49,2.2164,-0.000159,250.0
18.99,72.945,30.75,1.7276,3.1e-05,357.4
18.99,72.95,22.38,1.3005,2.7e-05,441.1
18.99,72.955,16.08,0.318,6.2e-05,504.1
18.99,72.96,14.54,0.574,-1.6e-05,519.5
18.99,72.965,11.76,1.8638,0.000153,547.3
18.99,72.97,20.79,0.6689,-7.5e-05,457.0
18.99,72.975,24.03,1.4471,4.9e-05,424.6
18.99,72.98,31.04,2.3215,5.5e-05,354.5
18.99,72.985,42.29,1.0364,-8.1e-05,242.0
18.99,72.99,47.31,1.2324,1.2e-05,191.8
18.99,72.995,53.28,1.2737,3e-06,132.1
18.99,73.0,59.45,9.9798,-0.000714,70.4
18.995,72.77,10.62,0.5864,0.000671,558.7
18.995,72.775,13.46,0.7288,-8.3e-05,530.3
18.995,72.78,9.93,0.0475,4.9e-05,565.6
18.995,72.785,10.16,1.9813,-0.000128,563.3
18.995,72.79,0.56,0.1156,0.000117,659.3
18.995,72.795,0.0,0.0,7e-06,664.9
18.995,72.8,0.0,0.0,0.0,664.9
18.995,72.805,0.0,0.0,0.0,664.9
18.995,72.81,0.0,0.0,0.0,664.9
18.995,72.815,0.0,0.0,0.0,664.9
18.995,72.82,0.0,1.4409,9.1e-05,664.9
18.995,72.825,6.98,2.5524,7e-05,595.1
18.995,72.83,19.35,1.575,-6.2e-05,471.4
18.995,72.835,26.98,1.2799,-1.9e-05,395.1
18.995,72.84,33.18,0.0206,-8.2e-05,333.1
18.995,72.845,33.08,0.0888,7e-06,334.1
18.995,72.85,33.51,0.5409,-4e-05,329.8
18.995,72.855,30.89,2.0741,-9.6e-05,356.0
18.995,72.86,20.84,2.136,-4e-06,456.5
18.995,72.865,10.49,1.1478,6.2e-05,560.0
18.995,72.87,4.93,0.9001,1.6e-05,615.6
18.995,72.875,0.57,0.3799,8.1e-05,659.2
18.995,72.88,2.41,1.0199,4e-05,640.8
18.995,72.885,7.35,1.1127,6e-06,591.4
18.995,72.89,12.74,1.4904,2.4e-05,537.5
18.995,72.895,19.96,0.9517,-3.4e-05,465.3
18.995,72.9,24.57,0.5575,-2.5e-05,419.2
18.995,72.905,27.27,0.064,-3.9e-05,392.2
18.995,72.91,26.96,0.512,3.6e-05,395.3
18.995,72.915,29.44,0.5533,3e-06,370.5
18.995,72.92,32.12,1.0219,2.9e-05,343.7
18.995,72.925,37.07,0.4377,-9.2e-05,294.2
18.995,72.93,34.95,1.09,9.6e-05,315.4
18.995,72.935,40.23,0.4212,-4.2e-05,262.6
18.995,72.94,42.27,0.991,-8.9e-05,242.2
18.995,72.945,37.47,1.5729,-3.7e-05,290.2
18.995,72.95,29.85,1.542,2e-06,366.4
18.995,72.955,22.38,0.6648,5.5e-05,441.1
18.995,72.96,19.16,0.9848,-2e-05,473.3
18.995,72.965,14.39,0.1838,5e-05,521.0
18.995,72.97,13.5,0.8527,6.5e-05,529.9
18.995,72.975,17.63,2.0989,7.8e-05,488.6
18.995,72.98,27.8,2.1504,3e-06,386.9
18.995,72.985,38.22,2.7481,3.8e-05,282.7
18.995,72.99,51.54,1.9731,-4.9e-05,149.5
18.995,72.995,61.1,0.1796,-0.000135,53.9
18.995,73.0,60.23,12.1965,-0.000768,62.6
19.0,72.77,0.25,1.9669,0.000903,662.4
19.0,72.775,9.78,0.2932,-0.000105,567.1
19.0,72.78,11.2,0.2065,-3.1e-05,552.9
19.0,72.785,10.2,0.5492,4.8e-05,562.9
19.0,72.79,12.86,1.2283,-0.000112,536.3
19.0,72.795,6.91,0.5719,4.1e-05,595.8
19.0,72.8,4.14,0.8547,-1.8e-05,623.5
19.0,72.805,0.0,0.0,5.4e-05,664.9
19.0,72.81,0.0,0.0,0.0,664.9
19.0,72.815,0.0,0.0,0.0,664.9
19.0,72.82,0.0,1.2345,7.8e-05,664.9
19.0,72.825,5.98,2.4761,7.8e-05,605.1
19.0,72.83,17.98,1.8122,-4.2e-05,485.1
19.0,72.835,26.76,0.8258,-6.2e-05,397.3
19.0,72.84,30.76,0.1136,-5.9e-05,357.3
19.0,72.845,30.21,0.4418,-2.1e-05,362.8
19.0,72.85,28.07,1.8865,-9.1e-05,384.2
19.0,72.855,18.93,1.3212,3.6e-05,475.6
19.0,72.86,12.53,0.8547,2.9e-05,539.6
19.0,72.865,8.39,0.9476,-6e-06,581.0
19.0,72.87,3.8,0.0021,6e-05,626.9
19.0,72.875,3.81,0.5678,3.6e-05,626.8
19.0,72.88,6.56,0.8238,1.6e-05,599.3
19.0,72.885,10.55,2.0576,7.8e-05,559.4
19.0,72.89,20.52,1.0178,-6.5e-05,459.7
19.0,72.895,25.45,0.1198,-7.2e-05,410.4
19.0,72.9,24.87,0.1838,1.9e-05,416.2
19.0,72.905,25.76,0.6256,2.8e-05,407.3
19.0,72.91,28.79,0.32,-5.9e-05,377.0
19.0,72.915,27.24,0.9373,-3.9e-05,392.5
19.0,72.92,22.7,1.1416,0.000131,437.9
19.0,72.925,28.23,1.4945,2.2e-05,382.6
19.0,72.93,35.47,0.1838,-8.2e-05,310.2
19.0,72.935,36.36,0.5306,2.2e-05,301.3
19.0,72.94,38.93,0.5224,-1e-06,275.6
19.0,72.945,41.46,0.7598,-8.1e-05,250.3
19.0,72.95,37.78,1.249,-3.1e-05,287.1
19.0,72.955,31.73,1.8679,-3.9e-05,347.6
19.0,72.96,22.68,0.6669,7.6e-05,438.1
19.0,72.965,19.45,0.0372,4.4e-05,470.4
19.0,72.97,19.63,0.0165,-1e-06,468.6
19.0,72.975,19.71,1.4079,8.8e-05,467.8
19.0,72.98,26.53,2.7913,8.7e-05,399.6
19.0,72.985,40.06,2.4967,-1.9e-05,264.3
19.0,72.99,52.16,1.6926,-5.1e-05,143.3
19.0,72.995,60.36,0.2643,-0.000123,61.3
19.0,73.0,59.08,12.0189,-0.000751,74.1
19.005,72.77,0.0,0.0,0.000767,664.9
19.005,72.775,0.0,1.2737,8e-05,664.9
19.005,72.78,6.17,0.1652,-7e-05,603.2
19.005,72.785,6.97,0.4274,1.6e-05,595.2
19.005,72.79,9.04,0.2065,-1.4e-05,574.5
19.005,72.795,10.04,0.8031,-6.4e-05,564.5
19.005,72.8,6.15,1.2696,-2.9e-05,603.4
19.005,72.805,0.0,0.4274,0.000107,664.9
19.005,72.81,2.07,0.4274,-5.4e-05,644.2
19.005,72.815,0.0,0.0,2.7e-05,664.9
19.005,72.82,0.0,0.7226,4.5e-05,664.9
19.005,72.825,3.5,1.5048,4.9e-05,629.9
19.005,72.83,10.79,1.0797,-2.7e-05,557.0
19.005,72.835,16.02,0.7866,-1.8e-05,504.7
19.005,72.84,19.83,0.4666,-7.9e-05,466.6
19.005,72.845,17.57,0.6834,7.2e-05,489.2
19.005,72.85,20.88,0.7329,-8.9e-05,456.1
19.005,72.855,17.33,0.0186,4.5e-05,491.6
19.005,72.86,17.24,1.3232,-8.2e-05,492.5
19.005,72.865,10.83,0.5203,5.1e-05,556.6
19.005,72.87,8.31,0.1404,4.2e-05,581.8
19.005,72.875,8.99,1.3109,7.4e-05,575.0
19.005,72.88,15.34,1.2428,-4e-06,511.5
19.005,72.885,21.36,0.4893,-4.7e-05,451.3
19.005,72.89,23.73,0.7412,1.6e-05,427.6
19.005,72.895,27.32,0.8011,4e-06,391.7
19.005,72.9,31.2,1.282,-0.000131,352.9
19.005,72.905,24.99,1.121,1e-05,415.0
19.005,72.91,19.56,0.7556,0.000118,469.3
19.005,72.915,23.22,0.2705,-6.5e-05,432.7
19.005,72.92,21.91,0.4295,-1e-05,445.8
19.005,72.925,19.83,1.6575,0.000131,466.6
19.005,72.93,27.86,0.3386,-8.3e-05,386.3
19.005,72.935,29.5,1.3872,6.6e-05,369.9
19.005,72.94,36.22,1.0116,-2.4e-05,302.7
19.005,72.945,41.12,0.9579,-0.000124,253.7
19.005,72.95,36.48,0.0248,5.9e-05,300.1
19.005,72.955,36.36,1.7256,-0.000107,301.3
19.005,72.96,28.0,0.8031,5.8e-05,384.9
19.005,72.965,24.11,1.1623,0.000124,423.8
19.005,72.97,29.74,0.4398,-0.000101,367.5
19.005,72.975,27.61,0.9662,8.8e-05,388.8
19.005,72.98,32.29,1.412,2.8e-05,342.0
19.005,72.985,39.13,0.5636,-5.3e-05,273.6
19.005,72.99,41.86,1.5337,6.1e-05,246.3
19.005,72.995,49.29,0.382,-7.2e-05,172.0
19.005,73.0,51.14,10.4418,-0.000688,153.5
19.01,72.77,0.0,0.0,0.000664,664.9
19.01,72.775,0.0,0.3861,2.4e-05,664.9
19.01,72.78,1.87,0.3861,-4.9e-05,646.2
19.01,72.785,0.0,1.218,0.000101,664.9
19.01,72.79,5.9,0.3654,-5.4e-05,605.9
19.01,72.795,7.67,1.0818,4.5e-05,588.2
19.01,72.8,12.91,0.9352,-0.000127,535.8
19.01,72.805,8.38,2.1422,0.000194,581.1
19.01,72.81,18.76,1.6162,-0.000236,477.3
19.01,72.815,10.93,0.2333,0.000116,555.6
19.01,72.82,12.06,0.0867,-9e-06,544.3
19.01,72.825,12.48,0.8279,-5.8e-05,540.1
19.01,72.83,8.47,0.0929,4.6e-05,580.2
19.01,72.835,8.02,0.2044,-7e-06,584.7
19.01,72.84,7.03,0.0929,7e-06,594.6
19.01,72.845,6.58,0.6731,4.8e-05,599.1
19.01,72.85,9.84,0.161,-3.2e-05,566.5
19.01,72.855,10.62,0.3014,9e-06,558.7
19.01,72.86,12.08,0.5781,1.7e-05,544.1
19.01,72.865,14.88,1.024,2.8e-05,516.1
19.01,72.87,19.84,0.0186,-6.3e-05,466.5
19.01,72.875,19.93,0.7226,4.4e-05,465.6
19.01,72.88,23.43,0.8176,6e-06,430.6
19.01,72.885,27.39,0.1177,-5.9e-05,391.0
19.01,72.89,26.82,0.5843,-2.9e-05,396.7
19.01,72.895,23.99,0.2065,5e-05,425.0
19.01,72.9,24.99,0.128,-2.1e-05,415.0
19.01,72.905,24.37,0.097,2e-06,421.2
19.01,72.91,23.9,0.9579,-5.4e-05,425.9
19.01,72.915,19.26,0.0062,6.1e-05,472.3
19.01,72.92,19.29,0.0826,5e-06,472.0
19.01,72.925,19.69,0.3716,1.8e-05,468.0
19.01,72.93,21.49,0.9621,3.7e-05,450.0
19.01,72.935,26.15,0.7102,-1.6e-05,403.4
19.01,72.94,29.59,0.8423,8e-06,369.0
19.01,72.945,33.67,0.1198,-4.5e-05,328.2
19.01,72.95,34.25,0.0785,-1.2e-05,322.4
19.01,72.955,33.87,1.1602,7.8e-05,326.2
19.01,72.96,39.49,0.0743,-7.8e-05,270.0
19.01,72.965,39.13,0.0475,2e-06,273.6
19.01,72.97,38.9,0.6689,-3.9e-05,275.9
19.01,72.975,35.66,0.2767,5.9e-05,308.3
19.01,72.98,37.0,0.5946,-5.5e-05,294.9
19.01,72.985,34.12,0.5409,7.1e-05,323.7
19.01,72.99,36.74,0.4584,-6.3e-05,297.5
19.01,72.995,34.52,0.0186,2.8e-05,319.7
19.01,73.0,34.43,7.0727,-0.000446,320.6
19.015,72.77,0.0,0.0,0.000447,664.9
19.015,72.775,0.0,0.0,0.0,664.9
19.015,72.78,0.0,0.0,0.0,664.9
19.015,72.785,0.0,0.0,0.0,664.9
19.015,72.79,0.0,0.7288,4.6e-05,664.9
19.015,72.795,3.53,1.9257,7.5e-05,629.6
19.015,72.8,12.86,1.3294,-3.8e-05,536.3
19.015,72.805,19.3,1.0178,-2e-05,471.9
19.015,72.81,24.23,0.256,-8e-05,422.6
19.015,72.815,22.99,0.9063,-4.1e-05,435.0
19.015,72.82,18.6,1.6678,-4.8e-05,478.9
19.015,72.825,10.52,0.9497,4.5e-05,559.7
19.015,72.83,5.92,1.2221,-1.7e-05,605.7
19.015,72.835,0.0,0.0,7.7e-05,664.9
19.015,72.84,0.0,0.0,0.0,664.9
19.015,72.845,0.0,0.0,0.0,664.9
19.015,72.85,0.0,1.0364,6.5e-05,664.9
19.015,72.855,5.02,1.9318,5.6e-05,614.7
19.015,72.86,14.38,1.2139,-4.5e-05,521.1
19.015,72.865,20.26,1.1354,-5e-06,462.3
19.015,72.87,25.76,1.152,1e-06,407.3
19.015,72.875,31.34,0.2911,-5.4e-05,351.5
19.015,72.88,32.75,1.4244,-0.000108,337.4
19.015,72.885,25.85,0.0,9e-05,406.4
19.015,72.89,25.85,0.3882,2.4e-05,406.4
19.015,72.895,27.73,0.9683,-8.5e-05,387.6
19.015,72.9,23.04,0.2478,7.6e-05,434.5
19.015,72.905,24.24,0.9373,-7.5e-05,422.5
19.015,72.91,19.7,0.0702,6.3e-05,467.9
19.015,72.915,20.04,0.5306,2.9e-05,464.5
19.015,72.92,22.61,0.2705,-5e-05,438.8
19.015,72.925,21.3,0.4191,-9e-06,451.9
19.015,72.93,19.27,0.4398,-1e-06,472.2
19.015,72.935,17.14,1.3748,0.000114,493.5
19.015,72.94,23.8,1.3666,-1e-06,426.9
19.015,72.945,30.42,0.4687,-0.000115,360.7
19.015,72.95,28.15,2.676,0.000198,383.4
19.015,72.955,41.12,0.6153,-0.00013,253.7
19.015,72.96,44.1,1.0488,2.7e-05,223.9
19.015,72.965,49.18,0.5822,-2.9e-05,173.1
19.015,72.97,52.0,1.0549,-0.000103,144.9
19.015,72.975,46.89,0.6524,2.5e-05,196.0
19.015,72.98,43.73,2.1855,-9.6e-05,227.6
19.015,72.985,33.14,0.6751,9.5e-05,333.5
19.015,72.99,29.87,0.3923,1.8e-05,366.2
19.015,72.995,27.97,1.577,-7.5e-05,385.2
19.015,73.0,20.33,4.1901,-0.000165,461.6
19.02,72.77,0.0,0.0,0.000264,664.9
19.02,72.775,0.0,0.0,0.0,664.9
19.02,72.78,0.0,0.0,0.0,664.9
19.02,72.785,0.0,0.0,0.0,664.9
19.02,72.79,0.0,1.251,7.9e-05,664.9
19.02,72.795,6.06,2.4761,7.7e-05,604.3
19.02,72.8,18.06,0.2602,-0.000139,484.3
19.02,72.805,19.32,2.744,0.000156,471.7
19.02,72.81,32.62,0.7907,-0.000222,338.7
19.02,72.815,28.79,0.7949,-0.0,377.0
19.02,72.82,24.94,1.6162,-5.2e-05,415.5
19.02,72.825,17.11,3.376,-0.000111,493.8
19.02,72.83,0.74,0.1528,0.000203,657.5
19.02,72.835,0.0,0.0,1e-05,664.9
19.02,72.84,0.0,0.0,0.0,664.9
19.02,72.845,0.0,0.0,0.0,664.9
19.02,72.85,0.0,0.0,0.0,664.9
19.02,72.855,0.0,2.8387,0.000179,664.9
19.02,72.86,13.76,2.608,-1.5e-05,527.3
19.02,72.865,26.4,1.7441,-5.4e-05,400.9
19.02,72.87,34.85,0.0557,-0.000106,316.4
19.02,72.875,35.12,0.2973,-2.2e-05,313.7
19.02,72.88,33.68,0.1961,6e-06,328.1
19.02,72.885,32.73,0.6648,-2.9e-05,337.6
19.02,72.89,29.51,0.9414,-1.7e-05,369.8
19.02,72.895,24.95,0.1466,5e-05,415.4
19.02,72.9,24.24,1.0488,-5.7e-05,422.5
19.02,72.905,19.16,0.6194,2.7e-05,473.3
19.02,72.91,16.16,1.2778,0.000119,503.3
19.02,72.915,22.35,0.5244,-0.000113,441.4
19.02,72.92,19.81,0.2498,1.7e-05,466.8
19.02,72.925,18.6,0.1321,7e-06,478.9
19.02,72.93,17.96,0.0723,1.3e-05,485.3
19.02,72.935,18.31,0.1817,-1.6e-05,481.8
19.02,72.94,17.43,1.5048,0.000106,490.6
19.02,72.945,24.72,1.3975,-7e-06,417.7
19.02,72.95,31.49,1.5502,1e-05,350.0
19.02,72.955,39.0,2.1752,3.9e-05,274.9
19.02,72.96,49.54,1.7936,-2.4e-05,169.5
19.02,72.965,58.23,0.0785,-0.000118,82.6
19.02,72.97,57.85,0.0392,2e-06,86.4
19.02,72.975,57.66,2.037,-0.000126,88.3
19.02,72.98,47.79,2.2617,-1.4e-05,187.0
19.02,72.985,36.83,1.9257,2.1e-05,296.6
19.02,72.99,27.5,2.1896,-1.7e-05,389.9
19.02,72.995,16.89,0.768,8.9e-05,496.0
19.02,73.0,13.17,2.7172,-0.000123,533.2
19.025,72.77,0.0,0.0,0.000171,664.9
19.025,72.775,0.0,0.0,0.0,664.9
19.025,72.78,0.0,0.0,0.0,664.9
19.025,72.785,0.0,0.0,0.0,664.9
19.025,72.79,0.0,1.7627,0.000111,664.9
19.025,72.795,8.54,2.8593,6.9e-05,579.5
19.025,72.8,22.4,0.9146,-0.000122,440.9
19.025,72.805,26.83,1.2056,1.8e-05,396.6
19.025,72.81,32.67,0.5203,-0.000109,338.2
19.025,72.815,30.15,1.7215,-7.6e-05,363.4
19.025,72.82,21.81,1.3212,2.5e-05,446.8
19.025,72.825,15.41,2.0432,-4.5e-05,510.8
19.025,72.83,5.51,1.1375,5.7e-05,609.8
19.025,72.835,0.0,0.0,7.2e-05,664.9
19.025,72.84,0.0,0.0,0.0,664.9
19.025,72.845,0.0,0.0,0.0,664.9
19.025,72.85,0.0,0.0,0.0,664.9
19.025,72.855,0.0,2.4225,0.000152,664.9
19.025,72.86,11.74,2.6554,1.5e-05,547.5
19.025,72.865,24.61,2.1525,-3.2e-05,418.8
19.025,72.87,35.04,1.3047,-5.3e-05,314.5
19.025,72.875,41.36,0.254,-9.8e-05,251.3
19.025,72.88,40.13,0.3737,-8e-06,263.6
19.025,72.885,38.32,1.8081,-9e-05,281.7
19.025,72.89,29.56,0.2209,0.000128,369.3
19.025,72.895,30.63,0.9889,-7.6e-05,358.6
19.025,72.9,25.84,1.284,-1.9e-05,406.5
19.025,72.905,19.62,0.0227,8.2e-05,468.7
19.025,72.91,19.73,0.351,-2.4e-05,467.6
19.025,72.915,18.03,0.0785,2.7e-05,484.6
19.025,72.92,18.41,0.9352,-6.4e-05,480.8
19.025,72.925,13.88,0.3737,3.5e-05,526.1
19.025,72.93,12.07,0.3014,4.2e-05,544.2
19.025,72.935,13.53,1.2799,6.2e-05,529.6
19.025,72.94,19.73,0.1445,-7.1e-05,467.6
19.025,72.945,20.43,1.379,7.8e-05,460.6
19.025,72.95,27.11,3.6681,0.000144,393.8
19.025,72.955,44.9,1.6327,-0.000128,215.9
19.025,72.96,52.81,1.152,-3e-05,136.8
19.025,72.965,58.39,0.2705,-8.9e-05,81.0
19.025,72.97,57.08,1.0033,-4.6e-05,94.1
19.025,72.975,52.22,1.3583,-2.2e-05,142.7
19.025,72.98,45.64,1.9463,-3.7e-05,208.5
19.025,72.985,36.21,2.7275,-4.9e-05,302.8
19.025,72.99,22.99,1.1169,0.000101,435.0
19.025,72.995,17.58,1.4532,-2.1e-05,489.1
19.025,73.0,10.54,2.1752,-4.5e-05,559.5
19.03,72.77,0.0,0.0,0.000137,664.9
19.03,72.775,0.0,0.0,0.0,664.9
19.03,72.78,0.0,0.0,0.0,664.9
19.03,72.785,0.0,1.0343,6.5e-05,664.9
19.03,72.79,5.01,1.5915,3.5e-05,614.8
19.03,72.795,12.72,1.8947,1.9e-05,537.7
19.03,72.8,21.9,0.9662,-5.8e-05,445.9
19.03,72.805,26.58,0.1507,-5.1e-05,399.1
19.03,72.81,27.31,0.8031,-6e-05,391.8
19.03,72.815,23.42,0.9125,-7e-06,430.7
19.03,72.82,19.0,0.7618,9e-06,474.9
19.03,72.825,15.31,2.8696,-0.000133,511.8
19.03,72.83,1.4,0.0475,0.000178,650.9
19.03,72.835,1.17,0.2416,-1.2e-05,653.2
19.03,72.84,0.0,0.0,1.5e-05,664.9
19.03,72.845,0.0,0.0,0.0,664.9
19.03,72.85,0.0,0.0,0.0,664.9
19.03,72.855,0.0,2.404,0.000151,664.9
19.03,72.86,11.65,2.0659,-2.1e-05,548.4
19.03,72.865,21.66,1.4285,-4e-05,448.3
19.03,72.87,28.58,0.0578,-8.6e-05,379.1
19.03,72.875,28.86,2.0164,0.000123,376.3
19.03,72.88,38.63,0.6008,-8.9e-05,278.6
19.03,72.885,41.54,0.3675,-6.1e-05,249.5
