road_id,ward,rainfall_mm_hr,elevation,slope,curvature,flow_accumulation,distance_to_drain,drain_capacity,impervious_ratio,road_width,historical_flood_score,water_depth_cm
R0425,Ward_2,4.597083333333334,2.01,0.415,-4.7e-05,644.8,1358.3837271965847,216.2,0.85,12,7.3875,55.6
R0426,Ward_8,5.590277777777778,0.0,0.0,0.0,664.9,553.2763690383711,451.5,0.95,18,5.14,45.7
R0427,Ward_16,5.340138888888889,14.37,1.7648,9.2e-05,521.2,1162.6228615477444,133.9,0.55,3,12.639999999999999,45.0
R0428,Ward_6,4.590138888888889,18.79,0.7618,4e-05,477.0,907.9979515167854,269.4,0.55,7,0.0,34.2
R0429,Ward_24,5.766388888888889,32.69,2.5956,-0.000121,338.0,390.23821208772125,453.3,0.95,18,12.125,18.6
R0430,Ward_2,4.901527777777777,36.59,0.0,-3.2e-05,299.0,1043.831868261451,406.7,0.95,22,15.3,40.1
R0431,Ward_8,6.519583333333333,22.18,0.8857,-1.6e-05,443.1,1169.9297280087126,279.8,0.7,9,6.1000000000000005,40.5
R0432,Ward_16,5.7498611111111115,3.76,1.4656,7.6e-05,627.3,1932.2988278277364,196.4,0.55,5,5.55,43.6
R0433,Ward_21,4.765416666666667,20.68,0.7556,-2.7e-05,458.1,1821.002964848074,387.2,0.85,14,10.6,42.9
R0434,Ward_11,4.629583333333333,23.01,0.6669,-2.1e-05,434.8,1984.7598278482528,388.6,0.7,10,5.8,37.7
R0435,Ward_20,5.255694444444445,21.29,0.8155,-6.5e-05,452.0,357.3607864406945,237.4,0.85,10,11.6,28.2
R0436,Ward_3,5.3926388888888885,34.25,1.7008,-3.3e-05,322.4,767.5559054523216,445.8,0.95,18,7.160000000000001,22.4
R0437,Ward_23,4.6925,29.61,0.4914,1.3e-05,368.8,121.12858076819765,170.1,0.85,13,11.100000000000001,26.8
R0438,Ward_20,5.434166666666666,0.0,0.0,0.0,664.9,403.38999171071197,408.5,0.7,7,14.0875,44.2
R0439,Ward_3,7.185555555555556,8.33,0.4026,-2.6e-05,581.6,483.5974633200719,72.7,0.55,3,13.9,43.6
R0440,Ward_17,7.222777777777777,4.21,0.0681,0.000575,622.8,1928.100077650035,383.2,0.95,18,7.466666666666666,55.2
R0441,Ward_13,4.2629166666666665,41.59,0.5595,-6.2e-05,249.0,1767.0716016469858,445.9,0.55,5,8.719999999999999,31.7
R0442,Ward_6,5.665,36.36,1.7256,-0.000107,301.3,807.374730785074,349.0,0.95,19,3.5,24.9
R0443,Ward_16,6.606111111111111,5.11,1.4553,0.000104,613.8,346.1917202848592,346.1,0.95,19,16.54285714285714,37.7
R0444,Ward_2,5.766388888888889,17.0,1.6389,7.9e-05,494.9,283.59162402914393,442.2,0.55,3,11.700000000000001,24.0
R0445,Ward_5,5.830277777777777,32.12,1.0219,2.9e-05,343.7,1932.4500528385104,118.2,0.7,10,9.766666666666667,38.7
R0446,Ward_1,6.160416666666666,8.2,0.5203,2.5e-05,582.9,234.98540547211795,442.3,0.85,11,16.2,36.9
R0447,Ward_4,5.181805555555555,41.63,0.9022,-0.000132,248.6,1656.6320916576776,406.7,0.85,10,6.566666666666666,29.9
R0448,Ward_5,5.758472222222222,11.67,0.0557,-2.3e-05,548.2,1239.8393977539863,153.4,0.55,7,10.95,52.4
R0449,Ward_8,5.569722222222222,19.82,0.3035,-4.2e-05,466.7,347.8838300034921,239.9,0.7,9,13.414285714285715,33.7
R0450,Ward_23,5.4286111111111115,31.1,3.0096,-0.000135,353.9,1655.8771447730812,123.3,0.95,18,10.283333333333333,41.9
R0451,Ward_3,4.514444444444445,32.79,1.3583,1.8e-05,337.0,1660.1245926610063,350.2,0.7,10,13.825,35.4
R0452,Ward_9,7.504722222222223,30.13,0.0537,0.000122,363.6,2243.4453245011387,191.2,0.7,7,9.450000000000001,44.8
R0453,Ward_10,6.425833333333333,0.0,0.0,0.0,664.9,382.01871612496313,292.3,0.95,20,4.9,44.2
R0454,Ward_19,6.671944444444445,35.44,1.4986,-0.000185,310.5,270.67688022597065,189.2,0.85,13,7.5249999999999995,15.7
R0455,Ward_5,5.917916666666667,21.22,0.4067,-6.7e-05,452.7,487.7040461569448,196.4,0.7,9,16.366666666666667,39.2
R0456,Ward_6,6.710833333333333,0.0,0.0,0.0,664.9,1240.2817642884509,258.5,0.85,13,10.699999999999998,59.0
R0457,Ward_14,5.798194444444444,25.71,1.024,4.9e-05,407.8,650.6366210873398,179.3,0.7,6,12.925,34.5
R0458,Ward_5,5.526527777777777,37.81,0.5182,-0.0,286.8,157.14298597120577,442.4,0.55,7,6.433333333333334,12.1
R0459,Ward_23,7.197361111111111,3.57,0.5595,-6.9e-05,629.2,2490.217471645289,290.1,0.95,18,12.742857142857144,56.2
R0460,Ward_1,6.13125,16.73,1.4718,-1.8e-05,497.6,1974.2252948953994,486.5,0.55,7,8.325,35.7
R0461,Ward_9,6.184166666666666,29.81,0.9703,-3.3e-05,366.8,434.75726880710806,384.8,0.55,6,17.96,25.4
R0462,Ward_4,6.430416666666667,0.0,0.0,0.0,664.9,1131.059997530403,387.2,0.85,10,11.8,55.5
R0463,Ward_24,6.074722222222222,2.87,0.9394,5.2e-05,636.2,1288.9998129109804,192.4,0.55,6,13.95,52.4
R0464,Ward_16,4.795833333333333,14.54,0.574,-1.6e-05,519.5,112.07439458592532,327.5,0.85,10,8.7625,31.5
R0465,Ward_6,5.396111111111111,20.68,0.9889,-1.1e-05,458.1,1402.9120780560368,350.2,0.7,6,0.1,39.8
R0466,Ward_5,7.772777777777778,6.93,0.4439,8.6e-05,595.6,2456.3255170857,247.1,0.7,10,28.96666666666667,59.5
R0467,Ward_16,5.240555555555556,18.6,0.1321,7e-06,478.9,677.5111919652542,118.2,0.55,5,6.733333333333333,41.9
R0468,Ward_23,5.52625,0.0,0.0,0.0,664.9,388.23452052777003,114.1,0.55,4,8.866666666666667,43.7
R0469,Ward_15,5.077916666666667,30.19,0.3138,-4.8e-05,363.0,1149.5338072129618,108.2,0.7,7,6.199999999999999,46.1
R0470,Ward_16,5.0438888888888895,25.31,0.6545,6.2e-05,411.8,815.1535949770648,102.2,0.7,9,14.233333333333334,41.7
R0471,Ward_24,9.049444444444445,0.0,0.0,0.0,664.9,977.7986011424806,128.1,0.85,14,1.8,57.6
R0472,Ward_20,5.305555555555555,37.46,0.0516,-6.5e-05,290.3,938.030584777666,458.1,0.55,3,3.775,27.8
R0473,Ward_7,5.679305555555556,16.91,1.2036,4.7e-05,495.8,880.4995361722812,439.7,0.85,13,6.975,42.6
R0474,Ward_15,5.574722222222222,34.29,0.1631,-7.5e-05,322.0,993.9375062275622,430.8,0.55,5,5.4,36.9
R0475,Ward_5,5.359722222222222,23.16,1.2634,-5e-06,433.3,1575.0678229662542,247.1,0.95,21,2.2666666666666666,37.0
R0476,Ward_21,4.8661111111111115,22.29,2.507,5.3e-05,442.0,1735.6581430403958,240.5,0.95,21,6.1000000000000005,37.4
R0477,Ward_8,5.925138888888889,29.74,0.7185,6.6e-05,367.5,339.39435060961387,102.2,0.7,9,8.76,28.5
R0478,Ward_14,6.13125,6.82,0.6235,1.1e-05,596.7,1895.790063533108,258.5,0.95,20,11.25,54.1
R0479,Ward_12,5.209583333333333,23.22,0.9497,7.9e-05,432.7,1413.1821814934362,455.6,0.85,10,10.260000000000002,37.4
R0480,Ward_10,6.396111111111111,1.8,0.254,5.1e-05,646.9,842.1329521527233,423.8,0.95,20,11.625,54.5
R0481,Ward_9,6.272916666666666,0.0,0.2147,1.4e-05,664.9,2134.6346786430995,433.9,0.95,20,11.455555555555556,62.2
R0482,Ward_11,5.573472222222223,23.78,1.6843,4.6e-05,427.1,790.7646491409023,253.6,0.7,9,7.8,31.0
R0483,Ward_18,4.8661111111111115,34.44,0.8712,-0.000103,320.5,1908.131684042745,352.2,0.85,14,8.9875,37.3
R0484,Ward_1,6.074722222222222,7.23,0.5864,-3.4e-05,592.6,1778.330016679046,192.4,0.95,20,8.714285714285714,55.5
R0485,Ward_3,5.615277777777778,30.99,0.7433,-0.000134,355.0,1896.284292096248,196.4,0.95,18,3.1,38.0
R0486,Ward_7,6.376388888888888,12.4,1.7049,-9.1e-05,540.9,2637.4659776438994,383.2,0.95,22,0.0,41.5
R0487,Ward_8,7.467499999999999,0.0,1.6843,0.000106,664.9,1931.7745338993925,72.7,0.85,14,8.185714285714285,54.3
R0488,Ward_1,5.367083333333333,8.6,2.4267,0.000174,578.9,1428.6022760528592,338.7,0.95,22,2.7,42.4
R0489,Ward_14,5.181805555555555,24.51,2.7131,-0.00012,419.8,1494.7714870220623,108.2,0.95,21,13.977777777777778,41.1
R0490,Ward_3,5.240555555555556,12.07,0.3014,4.2e-05,544.2,692.5562582333025,445.9,0.85,10,10.049999999999999,39.2
R0491,Ward_22,5.734583333333333,8.19,1.7627,5e-06,583.0,1950.7693857253598,292.3,0.7,9,8.93,43.1
R0492,Ward_4,4.6530555555555555,13.62,1.8617,7.3e-05,528.7,2061.3662990279186,107.7,0.7,10,10.266666666666667,43.3
R0493,Ward_24,6.584444444444444,0.0,0.0,2.7e-05,664.9,401.511949895336,60.8,0.85,13,2.6,50.3
R0494,Ward_9,5.679305555555556,37.93,0.0599,-0.000151,285.6,971.2681150074997,429.9,0.55,7,19.266666666666666,37.0
R0495,Ward_10,6.425833333333333,0.78,1.2428,6.8e-05,657.1,1478.0594456070976,292.3,0.85,11,13.466666666666667,52.9
R0496,Ward_9,7.772777777777778,21.14,1.3563,4.8e-05,453.5,1038.3090773417782,133.9,0.95,22,7.225,44.6
R0497,Ward_15,7.197361111111111,8.83,1.8225,-2.9e-05,576.6,1806.243784036132,290.1,0.7,9,14.666666666666666,45.7
R0498,Ward_10,5.9127777777777775,25.45,0.351,-1.6e-05,410.4,1322.4583581566953,398.0,0.55,4,7.8999999999999995,40.0
R0499,Ward_10,6.016944444444444,19.82,0.3035,-4.2e-05,466.7,578.0842360792176,239.9,0.55,5,6.779999999999999,37.6
