event_id,timestamp,latitude,longitude,water_depth_cm,rainfall_mm,duration_hrs,road_id,ward,affected_area_sqm
EVT00515,2020-01-27 00:00,19.11971,72.89993,3.4,2.1,23.9,R0011,Ward_10,27866.0
EVT00516,2021-06-10 00:00,19.0663,72.82399,28.6,84.4,4.0,R0310,Ward_4,4939.0
EVT00517,2021-10-24 00:00,18.95732,72.99819,0.1,0.0,7.7,R0442,Ward_6,38367.0
EVT00518,2021-08-01 00:00,19.26375,72.99515,0.6,8.7,10.4,R0384,Ward_7,20967.0
EVT00519,2019-06-27 00:00,19.1097,72.84346,20.5,53.9,15.5,R0340,Ward_22,48016.0
EVT00520,2021-06-02 00:00,19.1747,72.84309,22.1,62.8,13.2,R0115,Ward_13,24792.0
EVT00521,2020-06-14 00:00,19.05557,72.96001,3.8,7.5,4.6,R0447,Ward_6,20063.0
EVT00522,2023-12-20 00:00,18.87133,72.96087,2.0,9.7,11.7,R0088,Ward_22,45373.0
EVT00523,2020-02-08 00:00,19.02334,72.92021,7.8,32.2,10.4,R0325,Ward_1,30982.0
EVT00524,2016-04-25 00:00,18.92543,72.91258,16.5,41.9,14.8,R0374,Ward_14,47280.0
EVT00525,2021-10-18 00:00,19.00001,72.82749,6.2,6.9,15.4,R0350,Ward_3,47597.0
EVT00526,2024-04-09 00:00,18.87909,72.90831,2.9,10.8,16.0,R0282,Ward_17,43186.0
EVT00527,2019-07-21 00:00,19.21012,72.80712,18.0,52.8,17.6,R0122,Ward_6,23661.0
EVT00528,2016-11-25 00:00,19.15512,72.81595,16.4,38.3,7.7,R0457,Ward_1,10430.0
EVT00529,2022-03-06 00:00,19.05447,72.82636,4.4,6.4,11.2,R0123,Ward_6,48643.0
EVT00530,2022-03-10 00:00,19.07009,72.79557,28.7,98.9,20.3,R0446,Ward_6,12319.0
EVT00531,2023-10-23 00:00,19.15882,72.78606,8.6,33.0,1.7,R0346,Ward_14,43366.0
EVT00532,2016-03-15 00:00,19.26821,72.9683,2.9,19.7,19.0,R0490,Ward_9,44180.0
EVT00533,2022-03-22 00:00,19.08494,72.93463,7.4,22.7,15.9,R0273,Ward_23,1284.0
EVT00534,2018-09-12 00:00,19.06232,72.93699,3.4,30.6,19.7,R0424,Ward_24,38461.0
EVT00535,2021-02-24 00:00,19.01535,72.93482,0.4,7.5,15.5,R0225,Ward_14,39392.0
EVT00536,2023-11-30 00:00,18.91145,72.96483,1.0,2.8,20.0,R0385,Ward_4,36128.0
EVT00537,2017-01-02 00:00,19.01659,72.921,4.1,16.2,22.0,R0407,Ward_16,10583.0
EVT00538,2016-03-30 00:00,18.90885,72.91767,1.0,16.2,11.5,R0363,Ward_16,37650.0
EVT00539,2023-02-21 00:00,19.17279,72.84876,3.2,24.6,11.2,R0403,Ward_15,35008.0
EVT00540,2023-12-14 00:00,19.09729,72.90672,6.5,26.6,4.2,R0267,Ward_10,1394.0
EVT00541,2023-06-02 00:00,19.22207,72.89961,16.7,47.6,7.7,R0483,Ward_23,7999.0
EVT00542,2020-05-06 00:00,19.12356,72.87932,11.5,36.8,16.5,R0079,Ward_24,40279.0
EVT00543,2019-09-21 00:00,18.92142,72.90971,4.7,0.0,6.9,R0116,Ward_1,42561.0
EVT00544,2015-07-20 00:00,19.10329,72.80412,5.0,12.9,7.0,R0369,Ward_17,37298.0
EVT00545,2022-05-08 00:00,19.26845,72.86334,6.9,0.0,21.7,R0497,Ward_12,32228.0
EVT00546,2021-04-13 00:00,19.10485,72.88525,30.3,98.7,9.6,R0443,Ward_16,32454.0
EVT00547,2020-11-03 00:00,19.21831,72.88087,9.1,37.8,21.6,R0007,Ward_22,47353.0
EVT00548,2017-12-05 00:00,19.00695,72.84114,30.6,104.6,4.5,R0311,Ward_24,39485.0
EVT00549,2020-07-25 00:00,19.13,72.852,28.4,91.6,14.1,R0326,Ward_1,42015.0
EVT00550,2021-04-16 00:00,19.2083,72.95011,0.8,0.0,21.7,R0379,Ward_7,18242.0
EVT00551,2019-02-09 00:00,18.88314,72.91407,5.7,26.8,12.7,R0138,Ward_18,48087.0
EVT00552,2016-04-21 00:00,19.20864,72.89368,3.3,15.3,23.3,R0028,Ward_15,28378.0
EVT00553,2023-09-15 00:00,18.96919,72.8289,18.1,49.3,5.2,R0479,Ward_21,42890.0
EVT00554,2017-05-27 00:00,18.96134,72.935,2.3,6.3,1.9,R0311,Ward_9,27644.0
EVT00555,2016-02-16 00:00,18.90654,72.8137,15.7,42.4,21.8,R0067,Ward_17,15208.0
EVT00556,2023-12-15 00:00,18.95309,72.82611,28.8,84.0,14.4,R0237,Ward_4,26893.0
EVT00557,2022-07-10 00:00,19.18257,72.84334,5.2,11.8,2.7,R0244,Ward_4,22151.0
EVT00558,2022-01-09 00:00,19.06041,72.79297,5.4,27.6,5.9,R0249,Ward_10,28510.0
EVT00559,2016-08-30 00:00,19.10269,72.96806,6.0,0.0,17.6,R0226,Ward_21,9820.0
EVT00560,2020-07-12 00:00,19.19231,72.91132,11.1,51.4,23.8,R0128,Ward_14,30108.0
EVT00561,2021-02-06 00:00,19.06704,72.8106,5.4,26.2,12.1,R0145,Ward_21,15052.0
EVT00562,2018-07-02 00:00,19.2169,72.82728,16.1,45.5,16.6,R0257,Ward_10,31333.0
EVT00563,2017-06-16 00:00,18.91459,72.94402,5.5,11.5,12.2,R0163,Ward_17,23578.0
EVT00564,2020-04-04 00:00,18.93525,72.78508,7.2,29.5,16.5,R0048,Ward_15,17187.0
EVT00565,2017-08-01 00:00,19.14478,72.95919,5.7,10.0,18.9,R0390,Ward_8,10740.0
EVT00566,2021-05-12 00:00,19.07071,72.8436,17.9,47.3,11.9,R0350,Ward_10,46385.0
EVT00567,2019-01-17 00:00,18.95412,72.92453,2.9,0.0,4.6,R0392,Ward_13,39312.0
EVT00568,2017-03-05 00:00,19.21094,72.91033,20.5,60.2,8.5,R0264,Ward_16,32709.0
EVT00569,2018-06-08 00:00,19.1855,72.94934,8.3,19.7,6.3,R0134,Ward_16,46723.0
EVT00570,2018-11-06 00:00,19.20378,72.85528,9.1,23.9,8.7,R0181,Ward_24,15836.0
EVT00571,2023-12-19 00:00,18.99321,72.89956,15.0,38.1,10.6,R0390,Ward_13,2860.0
EVT00572,2016-12-25 00:00,19.03352,72.91853,8.4,37.8,23.4,R0392,Ward_9,1072.0
EVT00573,2023-06-14 00:00,19.15174,72.81798,5.1,10.0,6.9,R0426,Ward_12,1282.0
EVT00574,2021-09-02 00:00,19.041,72.85795,5.0,29.5,13.9,R0102,Ward_7,30916.0
EVT00575,2016-03-31 00:00,19.04604,72.83301,4.1,12.8,6.6,R0166,Ward_24,24036.0
EVT00576,2015-12-06 00:00,19.15851,72.87807,4.4,23.4,19.0,R0199,Ward_23,47991.0
EVT00577,2022-03-21 00:00,19.1526,72.82746,9.3,24.8,14.5,R0030,Ward_4,2900.0
EVT00578,2020-04-29 00:00,19.00708,72.89372,19.3,52.0,22.2,R0056,Ward_16,6801.0
EVT00579,2024-02-09 00:00,19.16993,72.84465,13.3,33.0,17.8,R0422,Ward_5,43710.0
EVT00580,2021-09-18 00:00,19.10592,72.90204,14.7,38.1,3.0,R0125,Ward_11,28679.0
EVT00581,2021-05-15 00:00,19.17511,72.82997,10.1,36.5,19.8,R0353,Ward_1,7109.0
EVT00582,2023-04-04 00:00,19.17796,72.97027,2.4,0.0,17.4,R0160,Ward_12,45265.0
EVT00583,2017-06-24 00:00,19.04834,72.97345,5.7,17.8,8.4,R0116,Ward_15,18174.0
EVT00584,2018-04-26 00:00,18.94959,72.99343,0.5,0.0,6.9,R0382,Ward_1,7099.0
EVT00585,2020-11-13 00:00,19.1269,72.86829,7.4,0.7,19.4,R0425,Ward_17,3108.0
EVT00586,2021-10-04 00:00,19.26586,72.8559,3.4,10.5,11.1,R0016,Ward_17,43667.0
EVT00587,2018-08-01 00:00,19.00083,72.89393,2.2,17.5,14.2,R0324,Ward_3,36748.0
EVT00588,2024-03-02 00:00,19.09612,72.99407,0.7,21.8,3.6,R0081,Ward_17,42330.0
EVT00589,2022-04-03 00:00,18.90509,72.98217,1.7,0.0,16.0,R0097,Ward_3,38379.0
EVT00590,2020-06-22 00:00,19.04238,72.83368,5.5,25.5,21.5,R0378,Ward_5,32557.0
EVT00591,2019-03-23 00:00,18.89921,72.919,20.6,52.5,11.4,R0399,Ward_23,36999.0
EVT00592,2019-12-01 00:00,19.2494,72.97456,3.5,15.6,14.2,R0003,Ward_20,41428.0
EVT00593,2020-03-15 00:00,18.87755,72.8218,7.7,14.3,4.5,R0438,Ward_8,29260.0
EVT00594,2022-09-29 00:00,19.17711,72.89244,21.5,61.0,16.3,R0394,Ward_19,46275.0
EVT00595,2021-11-18 00:00,19.2273,72.93443,4.6,4.3,4.5,R0395,Ward_5,10387.0
EVT00596,2022-03-01 00:00,18.94263,72.77603,32.0,87.3,22.7,R0020,Ward_5,27050.0
EVT00597,2018-12-13 00:00,19.25186,72.84532,9.8,7.0,22.4,R0336,Ward_7,10165.0
EVT00598,2018-01-10 00:00,18.93532,72.99793,0.2,0.0,22.5,R0111,Ward_12,1462.0
EVT00599,2016-10-17 00:00,19.22106,72.98721,0.5,0.0,20.2,R0192,Ward_1,22253.0
EVT00600,2019-09-06 00:00,19.16758,72.94018,9.9,36.9,2.1,R0224,Ward_13,10012.0
EVT00601,2016-10-23 00:00,19.17839,72.90575,3.6,18.3,3.1,R0089,Ward_17,45673.0
EVT00602,2023-11-25 00:00,19.15981,72.79799,24.3,81.9,5.8,R0481,Ward_16,37058.0
EVT00603,2020-01-26 00:00,19.01336,72.99893,0.1,1.0,5.4,R0046,Ward_17,18057.0
EVT00604,2020-07-15 00:00,18.97211,72.79576,25.5,56.8,1.4,R0194,Ward_14,20075.0
EVT00605,2018-11-21 00:00,19.213,72.85158,42.9,111.6,20.2,R0222,Ward_21,15105.0
EVT00606,2022-08-19 00:00,19.26988,72.78942,26.6,67.7,19.6,R0448,Ward_16,891.0
EVT00607,2019-01-15 00:00,19.25569,72.93781,17.1,48.2,2.0,R0433,Ward_8,8950.0
EVT00608,2016-12-26 00:00,18.87371,72.88928,7.3,15.4,17.0,R0390,Ward_2,3153.0
EVT00609,2022-10-29 00:00,19.19095,72.96926,2.4,28.5,7.7,R0316,Ward_14,41180.0
EVT00610,2021-03-25 00:00,19.0377,72.81017,26.3,80.0,23.2,R0379,Ward_22,9163.0
EVT00611,2017-03-27 00:00,19.22163,72.79516,22.9,74.1,1.7,R0104,Ward_10,20242.0
EVT00612,2022-05-22 00:00,19.01927,72.96353,3.9,10.5,8.4,R0401,Ward_1,16646.0
EVT00613,2017-01-12 00:00,19.22553,72.77787,7.8,38.3,22.0,R0023,Ward_18,18914.0
EVT00614,2017-03-09 00:00,19.1094,72.8908,7.6,36.5,3.3,R0178,Ward_8,4697.0
EVT00615,2020-09-30 00:00,19.26528,72.79585,11.0,28.7,11.7,R0212,Ward_18,22077.0
EVT00616,2015-06-03 00:00,19.21277,72.95617,8.7,26.8,8.2,R0240,Ward_9,6497.0
EVT00617,2022-04-18 00:00,19.13255,72.85408,17.0,46.6,16.4,R0049,Ward_16,24691.0
EVT00618,2016-10-28 00:00,19.20244,72.90139,12.7,28.0,6.0,R0066,Ward_5,11355.0
EVT00619,2019-12-11 00:00,18.90288,72.7918,17.7,45.2,7.5,R0314,Ward_4,12564.0
EVT00620,2018-10-16 00:00,18.97027,72.93791,4.4,8.5,8.6,R0498,Ward_15,33451.0
EVT00621,2018-05-28 00:00,19.07797,72.90275,10.3,35.8,18.5,R0067,Ward_11,21159.0
EVT00622,2015-10-19 00:00,19.13448,72.90325,5.3,0.0,18.2,R0409,Ward_13,31631.0
EVT00623,2015-07-29 00:00,19.18768,72.99529,0.3,0.0,4.3,R0017,Ward_8,8178.0
EVT00624,2020-11-02 00:00,18.99901,72.90158,21.5,51.6,20.7,R0096,Ward_21,43489.0
EVT00625,2017-10-27 00:00,19.25831,72.8633,7.9,25.7,11.4,R0134,Ward_18,22049.0
EVT00626,2021-03-08 00:00,19.16798,72.92076,14.1,27.4,22.2,R0172,Ward_6,12839.0
EVT00627,2021-07-27 00:00,19.1928,72.88209,7.2,29.5,11.5,R0049,Ward_22,42825.0
EVT00628,2024-03-07 00:00,19.17531,72.83046,16.7,41.6,9.4,R0328,Ward_1,48241.0
EVT00629,2020-07-17 00:00,18.92049,72.82224,5.5,28.3,20.1,R0061,Ward_18,35663.0
EVT00630,2020-06-27 00:00,18.92052,72.84995,14.8,33.4,11.0,R0481,Ward_3,48318.0
EVT00631,2021-02-21 00:00,19.25867,72.812,37.5,100.5,5.5,R0430,Ward_22,11171.0
EVT00632,2019-05-20 00:00,18.87669,72.93868,6.2,25.2,13.1,R0399,Ward_5,28188.0
EVT00633,2021-05-23 00:00,19.08222,72.78081,21.1,55.7,9.3,R0117,Ward_23,47363.0
EVT00634,2016-07-15 00:00,19.08235,72.85613,6.2,28.2,16.6,R0325,Ward_21,42961.0
EVT00635,2023-06-12 00:00,18.9605,72.98405,0.6,9.5,4.5,R0482,Ward_20,21258.0
EVT00636,2019-11-28 00:00,18.95088,72.78125,21.7,58.5,7.8,R0461,Ward_17,48603.0
EVT00637,2016-12-09 00:00,19.2275,72.87764,6.3,30.3,17.6,R0153,Ward_1,3836.0
EVT00638,2017-10-03 00:00,19.15334,72.92367,1.5,21.1,22.2,R0313,Ward_20,47968.0
EVT00639,2017-01-09 00:00,18.89369,72.86439,17.5,65.9,12.1,R0082,Ward_8,19623.0
EVT00640,2022-01-17 00:00,18.93378,72.86637,3.7,0.0,5.4,R0427,Ward_12,3620.0
EVT00641,2019-12-01 00:00,19.25534,72.83353,21.2,69.2,3.8,R0378,Ward_19,47223.0
EVT00642,2022-12-14 00:00,18.93074,72.87198,4.6,22.2,7.3,R0167,Ward_1,31874.0
EVT00643,2024-01-25 00:00,19.07825,72.89058,6.0,20.2,15.5,R0241,Ward_8,33055.0
EVT00644,2023-09-29 00:00,18.98953,72.79872,15.7,57.6,15.0,R0078,Ward_3,44023.0
EVT00645,2018-06-19 00:00,19.1717,72.9356,14.1,44.2,22.8,R0020,Ward_13,41915.0
EVT00646,2020-03-10 00:00,18.97218,72.91419,4.6,14.9,14.5,R0448,Ward_23,34603.0
EVT00647,2017-12-07 00:00,19.18778,72.94445,1.1,3.7,13.0,R0045,Ward_24,30205.0
EVT00648,2022-11-14 00:00,19.10962,72.85339,9.4,22.9,12.4,R0359,Ward_14,21142.0
EVT00649,2018-07-22 00:00,19.12522,72.96899,4.1,22.6,20.4,R0375,Ward_9,45246.0
EVT00650,2022-11-22 00:00,19.12611,72.84563,27.6,100.1,20.2,R0182,Ward_3,745.0
EVT00651,2021-12-25 00:00,19.15524,72.88168,4.1,15.3,12.4,R0302,Ward_14,33315.0
EVT00652,2023-05-12 00:00,18.91159,72.94961,23.0,75.2,12.2,R0310,Ward_19,18854.0
EVT00653,2019-09-15 00:00,19.07759,72.98281,1.1,18.7,2.0,R0055,Ward_19,41926.0
EVT00654,2016-06-23 00:00,19.12707,72.79267,8.4,21.2,3.7,R0391,Ward_8,18099.0
EVT00655,2020-02-22 00:00,19.13904,72.97787,0.8,9.5,19.8,R0367,Ward_24,2089.0
EVT00656,2020-07-31 00:00,19.12884,72.87126,7.7,29.1,14.2,R0267,Ward_2,47016.0
EVT00657,2024-02-19 00:00,19.19526,72.91447,5.4,1.5,10.9,R0464,Ward_1,10880.0
EVT00658,2019-02-07 00:00,18.9423,72.91502,3.5,17.1,3.3,R0471,Ward_14,40115.0
EVT00659,2018-04-04 00:00,19.16162,72.96537,1.8,2.3,9.2,R0349,Ward_12,17684.0
EVT00660,2024-03-15 00:00,19.25624,72.83363,25.3,67.8,2.1,R0234,Ward_23,49550.0
EVT00661,2017-10-05 00:00,18.97527,72.95254,8.3,37.0,13.8,R0442,Ward_18,32450.0
EVT00662,2024-03-03 00:00,19.16628,72.94326,7.6,25.8,19.8,R0432,Ward_16,42847.0
EVT00663,2023-09-17 00:00,19.00351,72.91177,6.5,25.5,19.5,R0494,Ward_8,15895.0
EVT00664,2016-06-05 00:00,18.99233,72.98026,1.1,0.0,15.7,R0160,Ward_20,24910.0
EVT00665,2018-05-20 00:00,18.94448,72.85802,8.8,41.1,20.7,R0248,Ward_12,16916.0
EVT00666,2017-03-14 00:00,19.04511,72.85314,4.9,23.1,23.1,R0165,Ward_1,5663.0
EVT00667,2023-04-08 00:00,19.10274,72.97903,3.4,8.5,15.8,R0151,Ward_18,26959.0
EVT00668,2017-08-22 00:00,19.02919,72.93,6.2,25.8,3.1,R0364,Ward_20,45743.0
EVT00669,2017-01-18 00:00,19.13528,72.96601,2.8,0.6,17.5,R0272,Ward_12,19898.0
EVT00670,2023-09-02 00:00,19.2385,72.79383,3.5,9.0,19.7,R0454,Ward_10,30710.0
EVT00671,2017-12-07 00:00,19.2583,72.84448,2.6,1.6,11.2,R0020,Ward_8,27445.0
EVT00672,2020-12-16 00:00,19.13701,72.83297,5.5,19.4,6.2,R0355,Ward_8,12343.0
EVT00673,2017-11-01 00:00,18.96033,72.91902,5.4,7.4,4.3,R0151,Ward_8,48233.0
EVT00674,2020-05-02 00:00,19.21301,72.88115,7.8,22.3,10.5,R0282,Ward_19,9693.0
EVT00675,2019-11-23 00:00,18.94442,72.88927,13.6,44.0,15.4,R0454,Ward_13,37365.0
EVT00676,2024-05-27 00:00,19.1527,72.99584,0.3,0.8,7.1,R0189,Ward_12,45013.0
EVT00677,2019-06-02 00:00,19.24477,72.84364,7.5,21.9,2.8,R0354,Ward_5,16151.0
EVT00678,2024-05-02 00:00,19.20098,72.93156,3.6,14.9,13.4,R0065,Ward_4,49052.0
EVT00679,2020-09-30 00:00,19.18369,72.88671,9.0,18.6,13.3,R0053,Ward_20,11468.0
EVT00680,2021-08-17 00:00,19.00934,72.93149,14.0,57.8,19.9,R0114,Ward_15,13530.0
EVT00681,2020-04-28 00:00,19.20465,72.87585,11.0,32.2,12.4,R0223,Ward_3,47663.0
EVT00682,2021-09-06 00:00,18.93854,72.89879,7.7,37.7,16.0,R0458,Ward_12,23884.0
EVT00683,2019-05-22 00:00,19.15252,72.78467,8.0,24.2,2.5,R0368,Ward_9,28531.0
EVT00684,2023-06-01 00:00,19.24894,72.93738,7.8,22.4,14.7,R0220,Ward_23,38242.0
EVT00685,2022-11-01 00:00,18.92334,72.86114,24.6,70.0,11.4,R0275,Ward_23,33766.0
EVT00686,2021-02-09 00:00,19.00221,72.90107,5.4,9.0,22.8,R0073,Ward_18,49011.0
EVT00687,2022-04-01 00:00,19.10475,72.96843,1.7,9.8,2.2,R0386,Ward_12,29414.0
EVT00688,2016-02-16 00:00,19.17985,72.78633,3.9,7.3,13.2,R0373,Ward_6,36655.0
EVT00689,2023-12-04 00:00,18.96952,72.90835,2.8,19.4,23.8,R0427,Ward_6,1571.0
EVT00690,2019-02-19 00:00,19.24153,72.93759,8.8,48.6,3.0,R0484,Ward_13,28743.0
EVT00691,2019-12-26 00:00,19.24961,72.85911,14.7,42.2,9.8,R0242,Ward_5,42379.0
EVT00692,2017-05-27 00:00,18.9432,72.84157,9.3,15.8,17.3,R0450,Ward_9,25034.0
EVT00693,2017-12-15 00:00,18.94383,72.86233,4.6,8.7,9.1,R0331,Ward_21,4170.0
EVT00694,2018-04-21 00:00,19.05069,72.79163,12.2,24.3,1.5,R0310,Ward_2,49102.0
EVT00695,2017-04-21 00:00,18.89366,72.85582,16.4,53.0,1.0,R0270,Ward_1,333.0
EVT00696,2021-10-13 00:00,19.0239,72.77636,24.2,69.0,14.0,R0439,Ward_3,47790.0
EVT00697,2017-06-14 00:00,18.94539,72.9128,8.0,39.4,13.3,R0499,Ward_12,4939.0
EVT00698,2019-08-11 00:00,19.14327,72.80557,20.9,46.0,14.2,R0456,Ward_15,35348.0
EVT00699,2017-01-30 00:00,19.22187,72.81082,7.8,8.1,19.7,R0227,Ward_1,31142.0
EVT00700,2024-04-24 00:00,19.24412,72.97429,0.6,9.7,22.6,R0413,Ward_10,46758.0
EVT00701,2022-01-12 00:00,18.91311,72.9271,5.7,13.9,12.9,R0460,Ward_4,24933.0
EVT00702,2019-03-13 00:00,19.1114,72.99939,0.0,0.0,22.6,R0475,Ward_22,27444.0
EVT00703,2016-09-19 00:00,19.02554,72.87303,9.4,9.3,16.4,R0033,Ward_11,12386.0
EVT00704,2020-12-01 00:00,18.92655,72.99089,0.5,0.0,5.3,R0206,Ward_2,17980.0
EVT00705,2022-10-23 00:00,19.23664,72.98186,0.5,0.0,17.3,R0429,Ward_19,5029.0
EVT00706,2019-01-03 00:00,19.07794,72.92261,13.9,54.7,22.0,R0288,Ward_19,35140.0
EVT00707,2022-08-17 00:00,19.07867,72.94409,5.0,15.3,5.6,R0164,Ward_5,22450.0
EVT00708,2020-03-12 00:00,18.94922,72.98718,1.1,0.2,10.3,R0193,Ward_3,24574.0
EVT00709,2020-11-03 00:00,19.0665,72.84395,46.1,144.8,15.0,R0156,Ward_16,49615.0
EVT00710,2023-04-02 00:00,19.1783,72.94729,5.0,12.2,2.3,R0425,Ward_2,9485.0
EVT00711,2023-10-20 00:00,18.90567,72.97518,1.4,2.3,21.7,R0277,Ward_6,32083.0
EVT00712,2015-12-11 00:00,19.1657,72.89289,21.8,51.4,23.2,R0197,Ward_7,17653.0
EVT00713,2023-02-01 00:00,19.08511,72.95946,4.7,3.1,21.1,R0378,Ward_17,26247.0
EVT00714,2023-04-03 00:00,18.94132,72.85529,10.3,37.1,2.0,R0109,Ward_4,22916.0
EVT00715,2019-01-02 00:00,18.94428,72.82096,25.8,75.5,2.7,R0104,Ward_16,10416.0
EVT00716,2019-09-10 00:00,19.12617,72.77359,8.3,23.2,5.7,R0352,Ward_4,46223.0
EVT00717,2019-02-14 00:00,18.8719,72.82529,12.4,47.5,23.6,R0199,Ward_8,18652.0
EVT00718,2017-01-01 00:00,19.20511,72.78029,16.7,46.5,14.8,R0318,Ward_22,12983.0
EVT00719,2023-05-18 00:00,19.23887,72.92649,0.8,5.2,20.9,R0320,Ward_10,10323.0
EVT00720,2018-06-21 00:00,19.22147,72.93943,8.1,47.4,10.4,R0005,Ward_14,41195.0
EVT00721,2017-07-16 00:00,19.02085,72.96381,3.6,0.0,19.8,R0249,Ward_9,30046.0
EVT00722,2023-03-21 00:00,19.12061,72.86096,6.0,20.9,18.6,R0065,Ward_22,34506.0
EVT00723,2017-03-12 00:00,18.89821,72.79631,4.2,21.5,21.8,R0250,Ward_3,9250.0
EVT00724,2018-04-16 00:00,19.00095,72.98701,0.8,0.0,23.0,R0366,Ward_23,19970.0
EVT00725,2021-10-22 00:00,19.0845,72.83548,9.6,23.6,7.0,R0389,Ward_4,19806.0
EVT00726,2016-05-20 00:00,19.22424,72.81649,15.9,50.4,13.8,R0254,Ward_7,6443.0
EVT00727,2016-08-21 00:00,19.26822,72.87786,26.7,89.3,3.6,R0019,Ward_13,9305.0
EVT00728,2018-02-15 00:00,19.17502,72.95547,1.0,4.5,11.0,R0189,Ward_15,36943.0
EVT00729,2022-11-06 00:00,19.04681,72.9469,1.0,0.0,22.5,R0392,Ward_7,38451.0
EVT00730,2015-07-29 00:00,19.15996,72.78006,46.9,145.8,22.8,R0174,Ward_9,46100.0
EVT00731,2022-08-21 00:00,19.01005,72.81615,2.9,5.0,2.3,R0194,Ward_5,47346.0
EVT00732,2022-06-13 00:00,19.07224,72.8218,14.2,47.4,5.5,R0336,Ward_24,22000.0
EVT00733,2018-03-03 00:00,19.21853,72.78596,24.7,71.6,14.8,R0147,Ward_18,8139.0
EVT00734,2016-08-30 00:00,19.08885,72.84304,10.6,9.4,16.7,R0209,Ward_17,26760.0
EVT00735,2019-01-08 00:00,19.11743,72.80908,19.0,55.0,9.5,R0073,Ward_4,34247.0
EVT00736,2016-01-26 00:00,18.87236,72.77079,13.7,42.9,19.7,R0393,Ward_19,6070.0
EVT00737,2021-09-25 00:00,18.95981,72.91451,17.4,52.1,13.5,R0010,Ward_21,41218.0
EVT00738,2019-09-29 00:00,19.06057,72.90144,9.8,51.3,7.5,R0315,Ward_13,22539.0
EVT00739,2022-04-14 00:00,19.16923,72.92706,16.6,43.7,6.8,R0325,Ward_15,24009.0
EVT00740,2019-06-15 00:00,19.22943,72.87447,10.4,30.0,6.1,R0146,Ward_21,36576.0
EVT00741,2018-04-19 00:00,19.25522,72.85934,9.8,21.6,21.3,R0188,Ward_24,1145.0
EVT00742,2020-07-27 00:00,19.19218,72.80312,6.5,22.8,10.4,R0450,Ward_18,42599.0
EVT00743,2022-06-10 00:00,19.265,72.79876,24.9,76.5,9.1,R0482,Ward_13,21115.0
EVT00744,2020-05-23 00:00,19.03709,72.93869,2.8,14.1,22.9,R0237,Ward_12,16956.0
EVT00745,2021-05-10 00:00,19.13615,72.80062,8.4,22.7,5.7,R0111,Ward_23,9629.0
EVT00746,2022-10-22 00:00,18.94784,72.97093,2.8,0.0,19.0,R0186,Ward_15,27455.0
EVT00747,2022-08-20 00:00,19.17559,72.86389,9.9,34.4,8.1,R0201,Ward_5,23565.0
EVT00748,2024-02-06 00:00,19.08713,72.87403,5.4,10.3,21.0,R0211,Ward_2,10051.0
EVT00749,2022-10-23 00:00,19.00507,72.97468,2.0,24.9,9.8,R0264,Ward_14,9098.0
EVT00750,2019-09-28 00:00,19.04719,72.92961,3.1,17.4,14.1,R0088,Ward_9,49183.0
EVT00751,2022-08-09 00:00,19.14225,72.94693,5.9,15.7,10.2,R0400,Ward_7,7619.0
EVT00752,2023-09-11 00:00,18.9966,72.82651,11.3,38.5,4.0,R0476,Ward_16,15879.0
EVT00753,2023-08-29 00:00,19.24321,72.91083,17.7,57.3,15.4,R0018,Ward_22,4944.0
EVT00754,2016-01-03 00:00,18.89614,72.77494,21.3,58.8,8.6,R0046,Ward_11,46585.0
EVT00755,2017-10-20 00:00,19.01268,72.94102,9.0,29.4,8.1,R0033,Ward_12,31199.0
EVT00756,2020-06-03 00:00,18.9962,72.97804,2.1,2.7,11.9,R0360,Ward_6,14558.0
EVT00757,2017-02-12 00:00,18.9106,72.89923,13.6,51.7,4.8,R0060,Ward_18,45521.0
EVT00758,2022-06-19 00:00,19.03387,72.89918,25.0,71.5,11.8,R0143,Ward_23,42415.0
EVT00759,2017-01-21 00:00,18.96976,72.79607,13.4,40.6,21.9,R0049,Ward_2,6866.0
EVT00760,2017-04-29 00:00,19.02238,72.85726,20.7,62.2,18.6,R0300,Ward_23,49390.0
EVT00761,2021-10-29 00:00,19.01495,72.87142,30.8,83.4,5.2,R0457,Ward_1,48518.0
EVT00762,2019-03-23 00:00,19.24864,72.90036,3.3,6.3,23.7,R0453,Ward_12,3538.0
EVT00763,2019-10-30 00:00,18.92398,72.83902,8.5,29.0,22.1,R0056,Ward_22,9937.0
EVT00764,2024-04-21 00:00,19.12369,72.83724,18.5,38.8,22.8,R0042,Ward_12,30180.0
EVT00765,2022-01-12 00:00,19.18973,72.77367,9.1,29.4,10.6,R0086,Ward_12,42578.0
EVT00766,2021-04-01 00:00,18.94681,72.83446,6.7,13.1,21.8,R0012,Ward_16,15997.0
EVT00767,2023-04-09 00:00,18.93675,72.91936,8.9,19.5,8.1,R0229,Ward_14,16942.0
EVT00768,2022-10-11 00:00,18.97913,72.99887,0.1,14.1,11.5,R0041,Ward_11,27609.0
EVT00769,2022-05-31 00:00,18.92226,72.995,0.9,6.7,1.2,R0293,Ward_1,15205.0
EVT00770,2019-10-08 00:00,18.94986,72.87813,14.7,52.3,1.8,R0344,Ward_9,34873.0
EVT00771,2024-03-16 00:00,19.00425,72.95472,1.6,0.8,10.8,R0362,Ward_11,6704.0
EVT00772,2017-07-30 00:00,19.0085,72.83017,5.3,5.4,12.2,R0136,Ward_3,45677.0
